Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.0492	CDS	44441	30315280	13632	30.67	8862702	29.24	1.0492	0	0	0	
0	1.4856	DNAseI_hypersensitive_site	44441	30315280	8643	19.45	3968683	13.09	1.4856	0	0	0	
0	0.9341	DNA_replication_origin	44441	30315280	1450	3.26	1058940	3.49	0.9341	0	0	0	
0	1.0783	exon	44441	30315280	19894	44.76	12584989	41.51	1.0783	0	0	0	
0	1.1814	five_prime_UTR	44441	30315280	1468	3.30	847659	2.80	1.1814	0	0	0	
0	1.1448	gene	44441	30315280	26814	60.34	15976955	52.70	1.1448	0	0	0	
0	1.0977	mRNA	44441	30315280	28242	63.55	17550183	57.89	1.0977	0	0	0	
0	0.0000	miRNA	44441	30315280	0	0.00	9336	0.03	0.0000	0	0	0	
0	0.0000	ncRNA	44441	30315280	0	0.00	183696	0.61	0.0000	0	0	0	
0	1.0810	protein	44441	30315280	21517	48.42	13578262	44.79	1.0810	0	0	0	
0	0.0000	pseudogene	44441	30315280	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.0000	pseudogenic_exon	44441	30315280	0	0.00	207487	0.68	0.0000	0	0	0	
0	0.0000	pseudogenic_transcript	44441	30315280	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.7636	satellite	44441	30315280	2129	4.79	1901793	6.27	0.7636	0	0	0	
0	0.0000	snoRNA	44441	30315280	0	0.00	2174	0.01	0.0000	0	0	0	
0	3.2168	tRNA	44441	30315280	72	0.16	15268	0.05	3.2168	0	0	0	
0	2.0030	three_prime_UTR	44441	30315280	3858	8.68	1313886	4.33	2.0030	0	0	0	
0	0.5546	transposable_element	44441	30315280	4120	9.27	5067125	16.71	0.5546	0	0	0	
0	0.6030	transposable_element_gene	44441	30315280	1500	3.38	1696910	5.60	0.6030	0	0	0	
0	0.5138	transposon_fragment	44441	30315280	3720	8.37	4938657	16.29	0.5138	0	0	0	
0	1.2631	open_chromatin_state_1	44441	30315280	6372	14.34	3441228	11.35	1.2631	0	0	0	
0	1.9899	open_chromatin_state_2	44441	30315280	9000	20.25	3085314	10.18	1.9899	0	0	0	
0	1.2230	open_chromatin_state_3	44441	30315280	5584	12.56	3114566	10.27	1.2230	0	0	0	
0	0.9918	open_chromatin_state_4	44441	30315280	6919	15.57	4759031	15.70	0.9918	0	0	0	
0	0.6656	open_chromatin_state_5	44441	30315280	4307	9.69	4414093	14.56	0.6656	0	0	0	
0	0.9770	open_chromatin_state_6	44441	30315280	4730	10.64	3302620	10.89	0.9770	0	0	0	
0	0.7049	open_chromatin_state_7	44441	30315280	3229	7.27	3124721	10.31	0.7049	0	0	0	
0	0.9744	open_chromatin_state_8	44441	30315280	3424	7.70	2397026	7.91	0.9744	0	0	0	
