Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.1276	CDS	759948	29604523	249705	32.86	8626629	29.14	1.1276	0	0	0	
0	1.0771	DNAseI_hypersensitive_site	759948	29604523	107007	14.08	3870319	13.07	1.0771	0	0	0	
0	1.2774	DNA_replication_origin	759948	29604523	33668	4.43	1026722	3.47	1.2774	0	0	0	
0	1.0223	exon	759948	29604523	322310	42.41	12282573	41.49	1.0223	0	0	0	
0	1.0341	five_prime_UTR	759948	29604523	21958	2.89	827169	2.79	1.0341	0	0	0	
0	1.1447	gene	759948	29604523	456841	60.11	15546928	52.52	1.1447	0	0	0	
0	1.0783	mRNA	759948	29604523	473476	62.30	17104949	57.78	1.0783	0	0	0	
0	1.2578	miRNA	759948	29604523	292	0.04	9044	0.03	1.2578	0	0	0	
0	0.5390	ncRNA	759948	29604523	2507	0.33	181189	0.61	0.5390	0	0	0	
0	1.1566	protein	759948	29604523	392120	51.60	13207659	44.61	1.1566	0	0	0	
0	0.8835	pseudogene	759948	29604523	5001	0.66	220502	0.74	0.8835	0	0	0	
0	0.9621	pseudogenic_exon	759948	29604523	5001	0.66	202486	0.68	0.9621	0	0	0	
0	0.8835	pseudogenic_transcript	759948	29604523	5001	0.66	220502	0.74	0.8835	0	0	0	
0	0.7181	satellite	759948	29604523	34461	4.53	1869461	6.31	0.7181	0	0	0	
0	0.0000	snoRNA	759948	29604523	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.1837	tRNA	759948	29604523	72	0.01	15268	0.05	0.1837	0	0	0	
0	1.1495	three_prime_UTR	759948	29604523	37770	4.97	1279974	4.32	1.1495	0	0	0	
0	0.6048	transposable_element	759948	29604523	77527	10.20	4993718	16.87	0.6048	0	0	0	
0	0.4205	transposable_element_gene	759948	29604523	18136	2.39	1680274	5.68	0.4205	0	0	0	
0	0.6098	transposon_fragment	759948	29604523	76172	10.02	4866205	16.44	0.6098	0	0	0	
0	1.0382	open_chromatin_state_1	759948	29604523	89499	11.78	3358101	11.34	1.0382	0	0	0	
0	1.2968	open_chromatin_state_2	759948	29604523	99686	13.12	2994628	10.12	1.2968	0	0	0	
0	1.2202	open_chromatin_state_3	759948	29604523	94761	12.47	3025389	10.22	1.2202	0	0	0	
0	1.0334	open_chromatin_state_4	759948	29604523	123158	16.21	4642792	15.68	1.0334	0	0	0	
0	1.0076	open_chromatin_state_5	759948	29604523	111400	14.66	4307000	14.55	1.0076	0	0	0	
0	1.0748	open_chromatin_state_6	759948	29604523	88799	11.68	3218551	10.87	1.0748	0	0	0	
0	1.1448	open_chromatin_state_7	759948	29604523	89296	11.75	3038654	10.26	1.1448	0	0	0	
0	0.7367	open_chromatin_state_8	759948	29604523	44551	5.86	2355899	7.96	0.7367	0	0	0	
0	0.2011	open_chromatin_state_9	759948	29604523	13747	1.81	2663453	9.00	0.2011	0	0	0	
1	1.1276	CDS	877446	29482025	210115	23.95	8666219	29.39	0.8146	0	0	1	*****
1	1.0771	DNAseI_hypersensitive_site	877446	29482025	110562	12.60	3866764	13.12	0.9607	0	0	1	*****
1	1.2774	DNA_replication_origin	877446	29482025	27301	3.11	1033089	3.50	0.8879	0	0	1	*****
1	1.0223	exon	877446	29482025	344067	39.21	12260816	41.59	0.9429	0	0	1	*****
1	1.0341	five_prime_UTR	877446	29482025	24174	2.76	824953	2.80	0.9846	0	0	1	*****
1	1.1447	gene	877446	29482025	375472	42.79	15628297	53.01	0.8072	0	0	1	*****
1	1.0783	mRNA	877446	29482025	459011	52.31	17119414	58.07	0.9009	0	0	1	*****
1	1.2578	miRNA	877446	29482025	358	0.04	8978	0.03	1.3398	1	0	0	
1	0.5390	ncRNA	877446	29482025	866	0.10	182830	0.62	0.1592	0	0	1	
1	1.1566	protein	877446	29482025	319337	36.39	13280442	45.05	0.8079	0	0	1	*****
1	0.8835	pseudogene	877446	29482025	117	0.01	225386	0.76	0.0174	0	0	1	
1	0.9621	pseudogenic_exon	877446	29482025	117	0.01	207370	0.70	0.0190	0	0	1	
1	0.8835	pseudogenic_transcript	877446	29482025	117	0.01	225386	0.76	0.0174	0	0	1	
1	0.7181	satellite	877446	29482025	82732	9.43	1821190	6.18	1.5264	1	0	0	*****
1	0.0000	snoRNA	877446	29482025	163	0.02	2011	0.01	2.7234	1	0	0	
1	0.1837	tRNA	877446	29482025	250	0.03	15090	0.05	0.5567	1	0	0	*****
1	1.1495	three_prime_UTR	877446	29482025	33016	3.76	1284728	4.36	0.8635	0	0	1	*****
1	0.6048	transposable_element	877446	29482025	244185	27.83	4827060	16.37	1.6997	1	0	0	*****
1	0.4205	transposable_element_gene	877446	29482025	85008	9.69	1613402	5.47	1.7703	1	0	0	*****
1	0.6098	transposon_fragment	877446	29482025	239458	27.29	4702919	15.95	1.7108	1	0	0	*****
1	1.0382	open_chromatin_state_1	877446	29482025	85597	9.76	3362003	11.40	0.8555	0	0	1	*****
1	1.2968	open_chromatin_state_2	877446	29482025	83437	9.51	3010877	10.21	0.9311	0	0	1	*****
1	1.2202	open_chromatin_state_3	877446	29482025	79349	9.04	3040801	10.31	0.8768	0	0	1	*****
1	1.0334	open_chromatin_state_4	877446	29482025	119885	13.66	4646065	15.76	0.8670	0	0	1	*****
1	1.0076	open_chromatin_state_5	877446	29482025	121498	13.85	4296902	14.57	0.9501	0	0	1	*****
1	1.0748	open_chromatin_state_6	877446	29482025	60151	6.86	3247199	11.01	0.6224	0	0	1	*****
1	1.1448	open_chromatin_state_7	877446	29482025	60283	6.87	3067667	10.41	0.6603	0	0	1	*****
1	0.7367	open_chromatin_state_8	877446	29482025	65236	7.43	2335214	7.92	0.9386	1	0	0	*****
1	0.2011	open_chromatin_state_9	877446	29482025	202010	23.02	2475190	8.40	2.7422	1	0	0	*****
2	1.1276	CDS	857083	29502388	218603	25.51	8657731	29.35	0.8691	0	0	2	*****
2	1.0771	DNAseI_hypersensitive_site	857083	29502388	99354	11.59	3877972	13.14	0.8819	0	0	2	*****
2	1.2774	DNA_replication_origin	857083	29502388	38625	4.51	1021765	3.46	1.3012	1	0	1	
2	1.0223	exon	857083	29502388	357130	41.67	12247753	41.51	1.0037	0	0	2	*****
2	1.0341	five_prime_UTR	857083	29502388	22549	2.63	826578	2.80	0.9390	0	0	2	*****
2	1.1447	gene	857083	29502388	412374	48.11	15591395	52.85	0.9104	0	0	2	*****
2	1.0783	mRNA	857083	29502388	502988	58.69	17075437	57.88	1.0140	0	0	2	*****
2	1.2578	miRNA	857083	29502388	0	0.00	9336	0.03	0.0000	1	0	1	
2	0.5390	ncRNA	857083	29502388	0	0.00	183696	0.62	0.0000	0	0	2	
2	1.1566	protein	857083	29502388	351147	40.97	13248632	44.91	0.9123	0	0	2	*****
2	0.8835	pseudogene	857083	29502388	6627	0.77	218876	0.74	1.0422	1	0	1	
2	0.9621	pseudogenic_exon	857083	29502388	6627	0.77	200860	0.68	1.1357	1	0	1	
2	0.8835	pseudogenic_transcript	857083	29502388	6627	0.77	218876	0.74	1.0422	1	0	1	
2	0.7181	satellite	857083	29502388	60759	7.09	1843163	6.25	1.1347	2	0	0	*****
2	0.0000	snoRNA	857083	29502388	0	0.00	2174	0.01	0.0000	1	1	0	
2	0.1837	tRNA	857083	29502388	364	0.04	14976	0.05	0.8366	2	0	0	*****
2	1.1495	three_prime_UTR	857083	29502388	34540	4.03	1283204	4.35	0.9265	0	0	2	*****
2	0.6048	transposable_element	857083	29502388	204239	23.83	4867006	16.50	1.4445	2	0	0	*****
2	0.4205	transposable_element_gene	857083	29502388	90978	10.61	1607432	5.45	1.9482	2	0	0	*****
2	0.6098	transposon_fragment	857083	29502388	193754	22.61	4748623	16.10	1.4045	2	0	0	*****
2	1.0382	open_chromatin_state_1	857083	29502388	84062	9.81	3363538	11.40	0.8603	0	0	2	*****
2	1.2968	open_chromatin_state_2	857083	29502388	79925	9.33	3014389	10.22	0.9127	0	0	2	*****
2	1.2202	open_chromatin_state_3	857083	29502388	76412	8.92	3043738	10.32	0.8641	0	0	2	*****
2	1.0334	open_chromatin_state_4	857083	29502388	117300	13.69	4648650	15.76	0.8686	0	0	2	*****
2	1.0076	open_chromatin_state_5	857083	29502388	97706	11.40	4320694	14.65	0.7784	0	0	2	*****
2	1.0748	open_chromatin_state_6	857083	29502388	81476	9.51	3225874	10.93	0.8694	0	0	2	*****
2	1.1448	open_chromatin_state_7	857083	29502388	88041	10.27	3039909	10.30	0.9969	0	0	2	*****
2	0.7367	open_chromatin_state_8	857083	29502388	89386	10.43	2311064	7.83	1.3313	2	0	0	*****
2	0.2011	open_chromatin_state_9	857083	29502388	142775	16.66	2534425	8.59	1.9391	2	0	0	*****
3	1.1276	CDS	861508	29497963	232112	26.94	8644222	29.30	0.9194	0	0	3	*****
3	1.0771	DNAseI_hypersensitive_site	861508	29497963	117212	13.61	3860114	13.09	1.0397	0	0	3	*****
3	1.2774	DNA_replication_origin	861508	29497963	33910	3.94	1026480	3.48	1.1311	1	0	2	
3	1.0223	exon	861508	29497963	367665	42.68	12237218	41.48	1.0287	1	0	2	
3	1.0341	five_prime_UTR	861508	29497963	23896	2.77	825231	2.80	0.9915	0	0	3	*****
3	1.1447	gene	861508	29497963	410704	47.67	15593065	52.86	0.9018	0	0	3	*****
3	1.0783	mRNA	861508	29497963	489429	56.81	17088996	57.93	0.9806	0	0	3	*****
3	1.2578	miRNA	861508	29497963	123	0.01	9213	0.03	0.4571	1	0	2	
3	0.5390	ncRNA	861508	29497963	9256	1.07	174440	0.59	1.8168	1	0	2	
3	1.1566	protein	861508	29497963	346255	40.19	13253524	44.93	0.8945	0	0	3	*****
3	0.8835	pseudogene	861508	29497963	1527	0.18	223976	0.76	0.2334	1	0	2	
3	0.9621	pseudogenic_exon	861508	29497963	1347	0.16	206140	0.70	0.2237	1	0	2	
3	0.8835	pseudogenic_transcript	861508	29497963	1527	0.18	223976	0.76	0.2334	1	0	2	
