Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.1538	CDS	194777	30164694	65640	33.70	8810694	29.21	1.1538	0	0	0	
0	1.0523	DNAseI_hypersensitive_site	194777	30164694	26843	13.78	3950483	13.10	1.0523	0	0	0	
0	2.2055	DNA_replication_origin	194777	30164694	14889	7.64	1045501	3.47	2.2055	0	0	0	
0	1.1198	exon	194777	30164694	90491	46.46	12514392	41.49	1.1198	0	0	0	
0	1.0426	five_prime_UTR	194777	30164694	5678	2.92	843449	2.80	1.0426	0	0	0	
0	1.1063	gene	194777	30164694	113511	58.28	15890258	52.68	1.1063	0	0	0	
0	1.0931	mRNA	194777	30164694	123199	63.25	17455226	57.87	1.0931	0	0	0	
0	0.0000	miRNA	194777	30164694	0	0.00	9336	0.03	0.0000	0	0	0	
0	0.4473	ncRNA	194777	30164694	529	0.27	183167	0.61	0.4473	0	0	0	
0	1.1310	protein	194777	30164694	98600	50.62	13501179	44.76	1.1310	0	0	0	
0	0.0000	pseudogene	194777	30164694	0	0.00	225503	0.75	0.0000	0	0	0	
0	0.0000	pseudogenic_exon	194777	30164694	0	0.00	207487	0.69	0.0000	0	0	0	
0	0.0000	pseudogenic_transcript	194777	30164694	0	0.00	225503	0.75	0.0000	0	0	0	
0	0.7500	satellite	194777	30164694	9176	4.71	1894746	6.28	0.7500	0	0	0	
0	0.0000	snoRNA	194777	30164694	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.7303	tRNA	194777	30164694	72	0.04	15268	0.05	0.7303	0	0	0	
0	1.2302	three_prime_UTR	194777	30164694	10385	5.33	1307359	4.33	1.2302	0	0	0	
0	0.6628	transposable_element	194777	30164694	21610	11.09	5049635	16.74	0.6628	0	0	0	
0	0.9439	transposable_element_gene	194777	30164694	10289	5.28	1688121	5.60	0.9439	0	0	0	
0	0.6436	transposon_fragment	194777	30164694	20454	10.50	4921923	16.32	0.6436	0	0	0	
0	0.9975	open_chromatin_state_1	194777	30164694	22064	11.33	3425536	11.36	0.9975	0	0	0	
0	1.5038	open_chromatin_state_2	194777	30164694	29757	15.28	3064557	10.16	1.5038	0	0	0	
0	1.1371	open_chromatin_state_3	194777	30164694	22742	11.68	3097408	10.27	1.1371	0	0	0	
0	0.9940	open_chromatin_state_4	194777	30164694	30396	15.61	4735554	15.70	0.9940	0	0	0	
0	1.0456	open_chromatin_state_5	194777	30164694	29631	15.21	4388769	14.55	1.0456	0	0	0	
0	0.9706	open_chromatin_state_6	194777	30164694	20600	10.58	3286750	10.90	0.9706	0	0	0	
0	1.0089	open_chromatin_state_7	194777	30164694	20245	10.39	3107705	10.30	1.0089	0	0	0	
0	0.8508	open_chromatin_state_8	194777	30164694	13116	6.73	2387334	7.91	0.8508	0	0	0	
0	0.3610	open_chromatin_state_9	194777	30164694	6226	3.20	2670974	8.85	0.3610	0	0	0	
1	1.1538	CDS	220000	30139471	65454	29.75	8810880	29.23	1.0177	0	0	1	*****
1	1.0523	DNAseI_hypersensitive_site	220000	30139471	34392	15.63	3942934	13.08	1.1950	1	0	0	
1	2.2055	DNA_replication_origin	220000	30139471	4831	2.20	1055559	3.50	0.6270	0	0	1	*****
1	1.1198	exon	220000	30139471	90370	41.08	12514513	41.52	0.9893	0	0	1	*****
1	1.0426	five_prime_UTR	220000	30139471	7471	3.40	841656	2.79	1.2161	1	0	0	
1	1.1063	gene	220000	30139471	115022	52.28	15888747	52.72	0.9918	0	0	1	*****
1	1.0931	mRNA	220000	30139471	124534	56.61	17453891	57.91	0.9775	0	0	1	*****
1	0.0000	miRNA	220000	30139471	93	0.04	9243	0.03	1.3784	1	0	0	
1	0.4473	ncRNA	220000	30139471	663	0.30	183033	0.61	0.4962	1	0	0	*****
1	1.1310	protein	220000	30139471	97389	44.27	13502390	44.80	0.9881	0	0	1	*****
1	0.0000	pseudogene	220000	30139471	2286	1.04	223217	0.74	1.4030	1	0	0	
1	0.0000	pseudogenic_exon	220000	30139471	2286	1.04	205201	0.68	1.5262	1	0	0	
1	0.0000	pseudogenic_transcript	220000	30139471	2286	1.04	223217	0.74	1.4030	1	0	0	
1	0.7500	satellite	220000	30139471	18950	8.61	1884972	6.25	1.3773	1	0	0	*****
1	0.0000	snoRNA	220000	30139471	0	0.00	2174	0.01	0.0000	0	1	0	
1	0.7303	tRNA	220000	30139471	72	0.03	15268	0.05	0.6460	0	0	1	
1	1.2302	three_prime_UTR	220000	30139471	8924	4.06	1308820	4.34	0.9341	0	0	1	*****
1	0.6628	transposable_element	220000	30139471	31979	14.54	5039266	16.72	0.8694	1	0	0	*****
1	0.9439	transposable_element_gene	220000	30139471	9889	4.50	1688521	5.60	0.8023	0	0	1	
1	0.6436	transposon_fragment	220000	30139471	31080	14.13	4911297	16.30	0.8670	1	0	0	*****
1	0.9975	open_chromatin_state_1	220000	30139471	34490	15.68	3413110	11.32	1.3844	1	0	0	*****
1	1.5038	open_chromatin_state_2	220000	30139471	27278	12.40	3067036	10.18	1.2184	0	0	1	*****
1	1.1371	open_chromatin_state_3	220000	30139471	21588	9.81	3098562	10.28	0.9545	0	0	1	*****
1	0.9940	open_chromatin_state_4	220000	30139471	26834	12.20	4739116	15.72	0.7757	0	0	1	
1	1.0456	open_chromatin_state_5	220000	30139471	21669	9.85	4396731	14.59	0.6752	0	0	1	*****
1	0.9706	open_chromatin_state_6	220000	30139471	36587	16.63	3270763	10.85	1.5325	1	0	0	*****
1	1.0089	open_chromatin_state_7	220000	30139471	18681	8.49	3109269	10.32	0.8231	0	0	1	*****
1	0.8508	open_chromatin_state_8	220000	30139471	14113	6.42	2386337	7.92	0.8102	0	0	1	
1	0.3610	open_chromatin_state_9	220000	30139471	18760	8.53	2658440	8.82	0.9668	1	0	0	*****
2	1.1538	CDS	220000	30139471	61210	27.82	8815124	29.25	0.9513	0	0	2	*****
2	1.0523	DNAseI_hypersensitive_site	220000	30139471	33300	15.14	3944026	13.09	1.1567	2	0	0	
2	2.2055	DNA_replication_origin	220000	30139471	13320	6.05	1047070	3.47	1.7428	0	0	2	*****
2	1.1198	exon	220000	30139471	94234	42.83	12510649	41.51	1.0319	0	0	2	*****
2	1.0426	five_prime_UTR	220000	30139471	6044	2.75	843083	2.80	0.9821	1	0	1	
2	1.1063	gene	220000	30139471	111400	50.64	15892369	52.73	0.9603	0	0	2	*****
2	1.0931	mRNA	220000	30139471	129144	58.70	17449281	57.90	1.0139	0	0	2	*****
2	0.0000	miRNA	220000	30139471	0	0.00	9336	0.03	0.0000	1	1	0	
2	0.4473	ncRNA	220000	30139471	1821	0.83	181875	0.60	1.3717	2	0	0	*****
2	1.1310	protein	220000	30139471	93593	42.54	13506186	44.81	0.9493	0	0	2	*****
2	0.0000	pseudogene	220000	30139471	2044	0.93	223459	0.74	1.2531	2	0	0	
2	0.0000	pseudogenic_exon	220000	30139471	2044	0.93	205443	0.68	1.3630	2	0	0	
2	0.0000	pseudogenic_transcript	220000	30139471	2044	0.93	223459	0.74	1.2531	2	0	0	
2	0.7500	satellite	220000	30139471	17093	7.77	1886829	6.26	1.2411	2	0	0	*****
2	0.0000	snoRNA	220000	30139471	0	0.00	2174	0.01	0.0000	0	2	0	
2	0.7303	tRNA	220000	30139471	72	0.03	15268	0.05	0.6460	0	0	2	
2	1.2302	three_prime_UTR	220000	30139471	9953	4.52	1307791	4.34	1.0426	0	0	2	*****
2	0.6628	transposable_element	220000	30139471	49788	22.63	5021457	16.66	1.3583	2	0	0	*****
2	0.9439	transposable_element_gene	220000	30139471	18187	8.27	1680223	5.57	1.4829	1	0	1	
2	0.6436	transposon_fragment	220000	30139471	48237	21.93	4894140	16.24	1.3503	2	0	0	*****
2	0.9975	open_chromatin_state_1	220000	30139471	20695	9.41	3426905	11.37	0.8273	1	0	1	
2	1.5038	open_chromatin_state_2	220000	30139471	27178	12.35	3067136	10.18	1.2139	0	0	2	*****
