Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.0255	CDS	592269	29767202	177485	29.97	8698849	29.22	1.0255	0	0	0	
0	1.3588	DNAseI_hypersensitive_site	592269	29767202	104701	17.68	3872625	13.01	1.3588	0	0	0	
0	1.3162	DNA_replication_origin	592269	29767202	27061	4.57	1033329	3.47	1.3162	0	0	0	
0	0.9675	exon	592269	29767202	238051	40.19	12366832	41.55	0.9675	0	0	0	
0	1.3104	five_prime_UTR	592269	29767202	21576	3.64	827551	2.78	1.3104	0	0	0	
0	1.0709	gene	592269	29767202	333870	56.37	15669899	52.64	1.0709	0	0	0	
0	1.0103	mRNA	592269	29767202	346384	58.48	17232041	57.89	1.0103	0	0	0	
0	0.0000	miRNA	592269	29767202	0	0.00	9336	0.03	0.0000	0	0	0	
0	2.6881	ncRNA	592269	29767202	9326	1.57	174370	0.59	2.6881	0	0	0	
0	1.0552	protein	592269	29767202	279659	47.22	13320120	44.75	1.0552	0	0	0	
0	0.0000	pseudogene	592269	29767202	0	0.00	225503	0.76	0.0000	0	0	0	
0	0.0000	pseudogenic_exon	592269	29767202	0	0.00	207487	0.70	0.0000	0	0	0	
0	0.0000	pseudogenic_transcript	592269	29767202	0	0.00	225503	0.76	0.0000	0	0	0	
0	0.8454	satellite	592269	29767202	31496	5.32	1872426	6.29	0.8454	0	0	0	
0	0.0000	snoRNA	592269	29767202	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.0000	tRNA	592269	29767202	0	0.00	15340	0.05	0.0000	0	0	0	
0	1.1155	three_prime_UTR	592269	29767202	28613	4.83	1289131	4.33	1.1155	0	0	0	
0	0.5804	transposable_element	592269	29767202	57898	9.78	5013347	16.84	0.5804	0	0	0	
0	0.4075	transposable_element_gene	592269	29767202	13659	2.31	1684751	5.66	0.4075	0	0	0	
0	0.5919	transposon_fragment	592269	29767202	57531	9.71	4884846	16.41	0.5919	0	0	0	
0	1.1089	open_chromatin_state_1	592269	29767202	74425	12.57	3373175	11.33	1.1089	0	0	0	
0	1.3993	open_chromatin_state_2	592269	29767202	83819	14.15	3010495	10.11	1.3993	0	0	0	
0	1.2021	open_chromatin_state_3	592269	29767202	72881	12.31	3047269	10.24	1.2021	0	0	0	
0	1.2344	open_chromatin_state_4	592269	29767202	114245	19.29	4651705	15.63	1.2344	0	0	0	
0	1.2426	open_chromatin_state_5	592269	29767202	106602	18.00	4311798	14.49	1.2426	0	0	0	
0	0.7556	open_chromatin_state_6	592269	29767202	48987	8.27	3258363	10.95	0.7556	0	0	0	
0	0.8430	open_chromatin_state_7	592269	29767202	51600	8.71	3076350	10.33	0.8430	0	0	0	
0	0.5099	open_chromatin_state_8	592269	29767202	24110	4.07	2376340	7.98	0.5099	0	0	0	
0	0.2946	open_chromatin_state_9	592269	29767202	15600	2.63	2661600	8.94	0.2946	0	0	0	
1	1.0255	CDS	596790	29762681	135210	22.66	8741124	29.37	0.7714	0	0	1	*****
1	1.3588	DNAseI_hypersensitive_site	596790	29762681	57003	9.55	3920323	13.17	0.7251	0	0	1	*****
1	1.3162	DNA_replication_origin	596790	29762681	20077	3.36	1040313	3.50	0.9625	0	0	1	*****
1	0.9675	exon	596790	29762681	270436	45.32	12334447	41.44	1.0934	1	0	0	*****
1	1.3104	five_prime_UTR	596790	29762681	15816	2.65	833311	2.80	0.9465	0	0	1	*****
1	1.0709	gene	596790	29762681	257312	43.12	15746457	52.91	0.8149	0	0	1	*****
1	1.0103	mRNA	596790	29762681	354021	59.32	17224404	57.87	1.0250	1	0	0	
1	0.0000	miRNA	596790	29762681	168	0.03	9168	0.03	0.9139	1	0	0	
1	2.6881	ncRNA	596790	29762681	7292	1.22	176404	0.59	2.0615	0	0	1	*****
1	1.0552	protein	596790	29762681	211961	35.52	13387818	44.98	0.7896	0	0	1	*****
1	0.0000	pseudogene	596790	29762681	2249	0.38	223254	0.75	0.5024	1	0	0	
1	0.0000	pseudogenic_exon	596790	29762681	1114	0.19	206373	0.69	0.2692	1	0	0	
1	0.0000	pseudogenic_transcript	596790	29762681	2249	0.38	223254	0.75	0.5024	1	0	0	
1	0.8454	satellite	596790	29762681	30484	5.11	1873438	6.29	0.8115	0	0	1	
1	0.0000	snoRNA	596790	29762681	0	0.00	2174	0.01	0.0000	0	1	0	
1	0.0000	tRNA	596790	29762681	73	0.01	15267	0.05	0.2385	1	0	0	
1	1.1155	three_prime_UTR	596790	29762681	21304	3.57	1296440	4.36	0.8195	0	0	1	*****
1	0.5804	transposable_element	596790	29762681	190099	31.85	4881146	16.40	1.9423	1	0	0	*****
1	0.4075	transposable_element_gene	596790	29762681	101124	16.94	1597286	5.37	3.1573	1	0	0	*****
1	0.5919	transposon_fragment	596790	29762681	184543	30.92	4757834	15.99	1.9344	1	0	0	*****
1	1.1089	open_chromatin_state_1	596790	29762681	56512	9.47	3391088	11.39	0.8311	0	0	1	*****
1	1.3993	open_chromatin_state_2	596790	29762681	37455	6.28	3056859	10.27	0.6111	0	0	1	*****
1	1.2021	open_chromatin_state_3	596790	29762681	59938	10.04	3060212	10.28	0.9768	0	0	1	*****
