Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.0907	CDS	788086	29581385	250641	31.80	8625693	29.16	1.0907	0	0	0	
0	1.0719	DNAseI_hypersensitive_site	788086	29581385	110427	14.01	3866899	13.07	1.0719	0	0	0	
0	0.4041	DNA_replication_origin	788086	29581385	11294	1.43	1049096	3.55	0.4041	0	0	0	
0	0.9563	exon	788086	29581385	313158	39.74	12291725	41.55	0.9563	0	0	0	
0	1.0163	five_prime_UTR	788086	29581385	22384	2.84	826743	2.79	1.0163	0	0	0	
0	1.1028	gene	788086	29581385	456759	57.96	15547010	52.56	1.1028	0	0	0	
0	1.0152	mRNA	788086	29581385	462928	58.74	17115497	57.86	1.0152	0	0	0	
0	0.3449	miRNA	788086	29581385	85	0.01	9251	0.03	0.3449	0	0	0	
0	0.2984	ncRNA	788086	29581385	1449	0.18	182247	0.62	0.2984	0	0	0	
0	1.1176	protein	788086	29581385	393209	49.89	13206570	44.64	1.1176	0	0	0	
0	1.3311	pseudogene	788086	29581385	7723	0.98	217780	0.74	1.3311	0	0	0	
0	1.3680	pseudogenic_exon	788086	29581385	7296	0.93	200191	0.68	1.3680	0	0	0	
0	1.3311	pseudogenic_transcript	788086	29581385	7723	0.98	217780	0.74	1.3311	0	0	0	
0	0.7467	satellite	788086	29581385	37135	4.71	1866787	6.31	0.7467	0	0	0	
0	0.0000	snoRNA	788086	29581385	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.0000	tRNA	788086	29581385	0	0.00	15340	0.05	0.0000	0	0	0	
0	1.0493	three_prime_UTR	788086	29581385	35837	4.55	1281907	4.33	1.0493	0	0	0	
0	0.6533	transposable_element	788086	29581385	86760	11.01	4984485	16.85	0.6533	0	0	0	
0	0.1636	transposable_element_gene	788086	29581385	7369	0.94	1691041	5.72	0.1636	0	0	0	
0	0.6450	transposon_fragment	788086	29581385	83498	10.60	4858879	16.43	0.6450	0	0	0	
0	1.1738	open_chromatin_state_1	788086	29581385	104540	13.27	3343060	11.30	1.1738	0	0	0	
0	1.1423	open_chromatin_state_2	788086	29581385	91385	11.60	3002929	10.15	1.1423	0	0	0	
0	1.1307	open_chromatin_state_3	788086	29581385	91241	11.58	3028909	10.24	1.1307	0	0	0	
0	1.2337	open_chromatin_state_4	788086	29581385	151660	19.24	4614290	15.60	1.2337	0	0	0	
0	1.0603	open_chromatin_state_5	788086	29581385	121379	15.40	4297021	14.53	1.0603	0	0	0	
0	0.9329	open_chromatin_state_6	788086	29581385	80203	10.18	3227147	10.91	0.9329	0	0	0	
0	1.0102	open_chromatin_state_7	788086	29581385	81974	10.40	3045976	10.30	1.0102	0	0	0	
0	0.7915	open_chromatin_state_8	788086	29581385	49570	6.29	2350880	7.95	0.7915	0	0	0	
0	0.0855	open_chromatin_state_9	788086	29581385	6083	0.77	2671117	9.03	0.0855	0	0	0	
1	1.0907	CDS	893586	29465885	237018	26.52	8639316	29.32	0.9047	0	0	1	*****
1	1.0719	DNAseI_hypersensitive_site	893586	29465885	120701	13.51	3856625	13.09	1.0320	0	0	1	*****
1	0.4041	DNA_replication_origin	893586	29465885	46249	5.18	1014141	3.44	1.5038	1	0	0	*****
1	0.9563	exon	893586	29465885	376945	42.18	12227938	41.50	1.0165	1	0	0	*****
1	1.0163	five_prime_UTR	893586	29465885	25051	2.80	824076	2.80	1.0024	0	0	1	*****
1	1.1028	gene	893586	29465885	421817	47.20	15581952	52.88	0.8927	0	0	1	*****
1	1.0152	mRNA	893586	29465885	505107	56.53	17073318	57.94	0.9755	0	0	1	*****
1	0.3449	miRNA	893586	29465885	401	0.04	8935	0.03	1.4799	1	0	0	*****
1	0.2984	ncRNA	893586	29465885	7496	0.84	176200	0.60	1.4028	1	0	0	*****
1	1.1176	protein	893586	29465885	359314	40.21	13240465	44.93	0.8949	0	0	1	*****
1	1.3311	pseudogene	893586	29465885	6642	0.74	218861	0.74	1.0007	0	0	1	*****
1	1.3680	pseudogenic_exon	893586	29465885	6299	0.70	201188	0.68	1.0324	0	0	1	*****
1	1.3311	pseudogenic_transcript	893586	29465885	6642	0.74	218861	0.74	1.0007	0	0	1	*****
1	0.7467	satellite	893586	29465885	60320	6.75	1843602	6.26	1.0789	1	0	0	*****
1	0.0000	snoRNA	893586	29465885	0	0.00	2174	0.01	0.0000	0	1	0	
1	0.0000	tRNA	893586	29465885	227	0.03	15113	0.05	0.4953	1	0	0	
1	1.0493	three_prime_UTR	893586	29465885	35245	3.94	1282499	4.35	0.9062	0	0	1	*****
1	0.6533	transposable_element	893586	29465885	191627	21.44	4879618	16.56	1.2950	1	0	0	*****
1	0.1636	transposable_element_gene	893586	29465885	85887	9.61	1612523	5.47	1.7563	1	0	0	*****
1	0.6450	transposon_fragment	893586	29465885	186718	20.90	4755659	16.14	1.2947	1	0	0	*****
1	1.1738	open_chromatin_state_1	893586	29465885	98161	10.99	3349439	11.37	0.9664	0	0	1	*****
1	1.1423	open_chromatin_state_2	893586	29465885	101140	11.32	2993174	10.16	1.1142	0	0	1	*****
1	1.1307	open_chromatin_state_3	893586	29465885	79507	8.90	3040643	10.32	0.8622	0	0	1	*****
1	1.2337	open_chromatin_state_4	893586	29465885	107965	12.08	4657985	15.81	0.7643	0	0	1	*****
