Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	0.8585	CDS	3000	30356471	753	25.10	8875581	29.24	0.8585	0	0	0	
0	1.4784	DNAseI_hypersensitive_site	3000	30356471	581	19.37	3976745	13.10	1.4784	0	0	0	
0	0.9543	DNA_replication_origin	3000	30356471	100	3.33	1060290	3.49	0.9543	0	0	0	
0	0.8671	exon	3000	30356471	1080	36.00	12603803	41.52	0.8671	0	0	0	
0	2.5508	five_prime_UTR	3000	30356471	214	7.13	848913	2.80	2.5508	0	0	0	
0	1.0655	gene	3000	30356471	1685	56.17	16002084	52.71	1.0655	0	0	0	
0	1.0276	mRNA	3000	30356471	1785	59.50	17576640	57.90	1.0276	0	0	0	
0	0.0000	miRNA	3000	30356471	0	0.00	9336	0.03	0.0000	0	0	0	
0	0.0000	ncRNA	3000	30356471	0	0.00	183696	0.61	0.0000	0	0	0	
0	1.0418	protein	3000	30356471	1400	46.67	13598379	44.80	1.0418	0	0	0	
0	0.0000	pseudogene	3000	30356471	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.0000	pseudogenic_exon	3000	30356471	0	0.00	207487	0.68	0.0000	0	0	0	
0	0.0000	pseudogenic_transcript	3000	30356471	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.8770	satellite	3000	30356471	165	5.50	1903757	6.27	0.8770	0	0	0	
0	0.0000	snoRNA	3000	30356471	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.0000	tRNA	3000	30356471	0	0.00	15340	0.05	0.0000	0	0	0	
0	0.5452	three_prime_UTR	3000	30356471	71	2.37	1317673	4.34	0.5452	0	0	0	
0	0.3971	transposable_element	3000	30356471	199	6.63	5071046	16.70	0.3971	0	0	0	
0	0.5958	transposable_element_gene	3000	30356471	100	3.33	1698310	5.59	0.5958	0	0	0	
0	0.4074	transposon_fragment	3000	30356471	199	6.63	4942178	16.28	0.4074	0	0	0	
0	0.9775	open_chromatin_state_1	3000	30356471	333	11.10	3447267	11.36	0.9775	0	0	0	
0	1.9494	open_chromatin_state_2	3000	30356471	596	19.87	3093718	10.19	1.9494	0	0	0	
0	0.9017	open_chromatin_state_3	3000	30356471	278	9.27	3119872	10.28	0.9017	0	0	0	
0	0.6391	open_chromatin_state_4	3000	30356471	301	10.03	4765649	15.70	0.6391	0	0	0	
0	1.6034	open_chromatin_state_5	3000	30356471	700	23.33	4417700	14.55	1.6034	0	0	0	
0	0.6119	open_chromatin_state_6	3000	30356471	200	6.67	3307150	10.89	0.6119	0	0	0	
0	0.9447	open_chromatin_state_7	3000	30356471	292	9.73	3127658	10.30	0.9447	0	0	0	
0	0.8431	open_chromatin_state_8	3000	30356471	200	6.67	2400250	7.91	0.8431	0	0	0	
0	0.3780	open_chromatin_state_9	3000	30356471	100	3.33	2677100	8.82	0.3780	0	0	0	
1	0.8585	CDS	3000	30356471	1543	51.43	8874791	29.24	1.7593	1	0	0	*****
1	1.4784	DNAseI_hypersensitive_site	3000	30356471	243	8.10	3977083	13.10	0.6183	0	0	1	*****
1	0.9543	DNA_replication_origin	3000	30356471	100	3.33	1060290	3.49	0.9543	0	1	0	*****
1	0.8671	exon	3000	30356471	1877	62.57	12603006	41.52	1.5070	1	0	0	*****
1	2.5508	five_prime_UTR	3000	30356471	0	0.00	849127	2.80	0.0000	0	0	1	*****
1	1.0655	gene	3000	30356471	2121	70.70	16001648	52.71	1.3412	1	0	0	
1	1.0276	mRNA	3000	30356471	2321	77.37	17576104	57.90	1.3362	1	0	0	
1	0.0000	miRNA	3000	30356471	0	0.00	9336	0.03	0.0000	0	1	0	
1	0.0000	ncRNA	3000	30356471	0	0.00	183696	0.61	0.0000	0	1	0	
1	1.0418	protein	3000	30356471	1987	66.23	13597792	44.79	1.4786	1	0	0	
1	0.0000	pseudogene	3000	30356471	0	0.00	225503	0.74	0.0000	0	1	0	
1	0.0000	pseudogenic_exon	3000	30356471	0	0.00	207487	0.68	0.0000	0	1	0	
1	0.0000	pseudogenic_transcript	3000	30356471	0	0.00	225503	0.74	0.0000	0	1	0	
1	0.8770	satellite	3000	30356471	122	4.07	1903800	6.27	0.6484	0	0	1	
1	0.0000	snoRNA	3000	30356471	0	0.00	2174	0.01	0.0000	0	1	0	
1	0.0000	tRNA	3000	30356471	0	0.00	15340	0.05	0.0000	0	1	0	
1	0.5452	three_prime_UTR	3000	30356471	234	7.80	1317510	4.34	1.7972	1	0	0	*****
1	0.3971	transposable_element	3000	30356471	400	13.33	5070845	16.70	0.7982	1	0	0	*****
1	0.5958	transposable_element_gene	3000	30356471	200	6.67	1698210	5.59	1.1917	1	0	0	*****
1	0.4074	transposon_fragment	3000	30356471	400	13.33	4941977	16.28	0.8190	1	0	0	*****
1	0.9775	open_chromatin_state_1	3000	30356471	800	26.67	3446800	11.35	2.3486	1	0	0	*****
1	1.9494	open_chromatin_state_2	3000	30356471	300	10.00	3094014	10.19	0.9811	0	0	1	*****
1	0.9017	open_chromatin_state_3	3000	30356471	400	13.33	3119750	10.28	1.2974	1	0	0	*****
1	0.6391	open_chromatin_state_4	3000	30356471	300	10.00	4765650	15.70	0.6370	0	0	1	
1	1.6034	open_chromatin_state_5	3000	30356471	300	10.00	4418100	14.55	0.6871	0	0	1	*****
1	0.6119	open_chromatin_state_6	3000	30356471	300	10.00	3307050	10.89	0.9179	1	0	0	*****
1	0.9447	open_chromatin_state_7	3000	30356471	300	10.00	3127650	10.30	0.9706	1	0	0	*****
1	0.8431	open_chromatin_state_8	3000	30356471	100	3.33	2400350	7.91	0.4216	0	0	1	
1	0.3780	open_chromatin_state_9	3000	30356471	200	6.67	2677000	8.82	0.7560	1	0	0	*****
2	0.8585	CDS	3000	30356471	666	22.20	8875668	29.24	0.7593	1	0	1	
2	1.4784	DNAseI_hypersensitive_site	3000	30356471	404	13.47	3976922	13.10	1.0279	0	0	2	*****
2	0.9543	DNA_replication_origin	3000	30356471	200	6.67	1060190	3.49	1.9089	1	1	0	*****
2	0.8671	exon	3000	30356471	1222	40.73	12603661	41.52	0.9811	2	0	0	*****
2	2.5508	five_prime_UTR	3000	30356471	21	0.70	849106	2.80	0.2503	0	0	2	*****
2	1.0655	gene	3000	30356471	1356	45.20	16002413	52.71	0.8574	1	0	1	
2	1.0276	mRNA	3000	30356471	1656	55.20	17576769	57.90	0.9533	1	0	1	
2	0.0000	miRNA	3000	30356471	0	0.00	9336	0.03	0.0000	0	2	0	
2	0.0000	ncRNA	3000	30356471	0	0.00	183696	0.61	0.0000	0	2	0	
2	1.0418	protein	3000	30356471	1200	40.00	13598579	44.80	0.8929	1	0	1	
2	0.0000	pseudogene	3000	30356471	100	3.33	225403	0.74	4.4892	1	1	0	
2	0.0000	pseudogenic_exon	3000	30356471	100	3.33	207387	0.68	4.8792	1	1	0	
2	0.0000	pseudogenic_transcript	3000	30356471	100	3.33	225403	0.74	4.4892	1	1	0	
2	0.8770	satellite	3000	30356471	231	7.70	1903691	6.27	1.2279	1	0	1	
2	0.0000	snoRNA	3000	30356471	0	0.00	2174	0.01	0.0000	0	2	0	
2	0.0000	tRNA	3000	30356471	0	0.00	15340	0.05	0.0000	0	2	0	
2	0.5452	three_prime_UTR	3000	30356471	256	8.53	1317488	4.34	1.9662	2	0	0	*****
2	0.3971	transposable_element	3000	30356471	500	16.67	5070745	16.70	0.9978	2	0	0	*****
2	0.5958	transposable_element_gene	3000	30356471	300	10.00	1698110	5.59	1.7877	2	0	0	*****
2	0.4074	transposon_fragment	3000	30356471	500	16.67	4941877	16.28	1.0238	2	0	0	*****
2	0.9775	open_chromatin_state_1	3000	30356471	300	10.00	3447300	11.36	0.8806	1	0	1	
2	1.9494	open_chromatin_state_2	3000	30356471	402	13.40	3093912	10.19	1.3148	0	0	2	*****
2	0.9017	open_chromatin_state_3	3000	30356471	200	6.67	3119950	10.28	0.6487	1	0	1	
2	0.6391	open_chromatin_state_4	3000	30356471	454	15.13	4765496	15.70	0.9640	1	0	1	
2	1.6034	open_chromatin_state_5	3000	30356471	546	18.20	4417854	14.55	1.2506	0	0	2	*****
2	0.6119	open_chromatin_state_6	3000	30356471	198	6.60	3307152	10.89	0.6058	1	0	1	
2	0.9447	open_chromatin_state_7	3000	30356471	300	10.00	3127650	10.30	0.9706	2	0	0	*****
2	0.8431	open_chromatin_state_8	3000	30356471	200	6.67	2400250	7.91	0.8431	0	1	1	
2	0.3780	open_chromatin_state_9	3000	30356471	400	13.33	2676800	8.82	1.5121	2	0	0	*****
3	0.8585	CDS	3000	30356471	924	30.80	8875410	29.24	1.0534	2	0	1	
3	1.4784	DNAseI_hypersensitive_site	3000	30356471	400	13.33	3976926	13.10	1.0178	0	0	3	*****
3	0.9543	DNA_replication_origin	3000	30356471	0	0.00	1060390	3.49	0.0000	1	1	1	
3	0.8671	exon	3000	30356471	1157	38.57	12603726	41.52	0.9289	3	0	0	*****
3	2.5508	five_prime_UTR	3000	30356471	33	1.10	849094	2.80	0.3933	0	0	3	*****
3	1.0655	gene	3000	30356471	1433	47.77	16002336	52.71	0.9061	1	0	2	
3	1.0276	mRNA	3000	30356471	1533	51.10	17576892	57.90	0.8825	1	0	2	
3	0.0000	miRNA	3000	30356471	0	0.00	9336	0.03	0.0000	0	3	0	
3	0.0000	ncRNA	3000	30356471	0	0.00	183696	0.61	0.0000	0	3	0	
3	1.0418	protein	3000	30356471	1200	40.00	13598579	44.80	0.8929	1	0	2	
3	0.0000	pseudogene	3000	30356471	0	0.00	225503	0.74	0.0000	1	2	0	
3	0.0000	pseudogenic_exon	3000	30356471	0	0.00	207487	0.68	0.0000	1	2	0	
3	0.0000	pseudogenic_transcript	3000	30356471	0	0.00	225503	0.74	0.0000	1	2	0	
3	0.8770	satellite	3000	30356471	295	9.83	1903627	6.27	1.5681	2	0	1	
3	0.0000	snoRNA	3000	30356471	0	0.00	2174	0.01	0.0000	0	3	0	
3	0.0000	tRNA	3000	30356471	0	0.00	15340	0.05	0.0000	0	3	0	
3	0.5452	three_prime_UTR	3000	30356471	100	3.33	1317644	4.34	0.7679	3	0	0	*****
3	0.3971	transposable_element	3000	30356471	469	15.63	5070776	16.70	0.9359	3	0	0	*****
3	0.5958	transposable_element_gene	3000	30356471	100	3.33	1698310	5.59	0.5958	2	1	0	*****
3	0.4074	transposon_fragment	3000	30356471	469	15.63	4941908	16.28	0.9603	3	0	0	*****
3	0.9775	open_chromatin_state_1	3000	30356471	300	10.00	3447300	11.36	0.8806	1	0	2	
3	1.9494	open_chromatin_state_2	3000	30356471	400	13.33	3093914	10.19	1.3082	0	0	3	*****
3	0.9017	open_chromatin_state_3	3000	30356471	300	10.00	3119850	10.28	0.9730	2	0	1	
3	0.6391	open_chromatin_state_4	3000	30356471	0	0.00	4765950	15.70	0.0000	1	0	2	
3	1.6034	open_chromatin_state_5	3000	30356471	600	20.00	4417800	14.55	1.3743	0	0	3	*****
3	0.6119	open_chromatin_state_6	3000	30356471	319	10.63	3307031	10.89	0.9761	2	0	1	
3	0.9447	open_chromatin_state_7	3000	30356471	281	9.37	3127669	10.30	0.9091	2	0	1	
3	0.8431	open_chromatin_state_8	3000	30356471	300	10.00	2400150	7.91	1.2648	1	1	1	
3	0.3780	open_chromatin_state_9	3000	30356471	500	16.67	2676700	8.82	1.8902	3	0	0	*****
4	0.8585	CDS	3000	30356471	897	29.90	8875437	29.24	1.0227	3	0	1	
4	1.4784	DNAseI_hypersensitive_site	3000	30356471	160	5.33	3977166	13.10	0.4071	0	0	4	*****
4	0.9543	DNA_replication_origin	3000	30356471	0	0.00	1060390	3.49	0.0000	1	1	2	
4	0.8671	exon	3000	30356471	1112	37.07	12603771	41.52	0.8928	4	0	0	*****
4	2.5508	five_prime_UTR	3000	30356471	100	3.33	849027	2.80	1.1918	0	0	4	*****
4	1.0655	gene	3000	30356471	1200	40.00	16002569	52.72	0.7588	1	0	3	
4	1.0276	mRNA	3000	30356471	1300	43.33	17577125	57.90	0.7484	1	0	3	
4	0.0000	miRNA	3000	30356471	0	0.00	9336	0.03	0.0000	0	4	0	
4	0.0000	ncRNA	3000	30356471	0	0.00	183696	0.61	0.0000	0	4	0	
4	1.0418	protein	3000	30356471	1103	36.77	13598676	44.80	0.8207	1	0	3	
4	0.0000	pseudogene	3000	30356471	0	0.00	225503	0.74	0.0000	1	3	0	
4	0.0000	pseudogenic_exon	3000	30356471	0	0.00	207487	0.68	0.0000	1	3	0	
4	0.0000	pseudogenic_transcript	3000	30356471	0	0.00	225503	0.74	0.0000	1	3	0	
4	0.8770	satellite	3000	30356471	94	3.13	1903828	6.27	0.4996	2	0	2	
4	0.0000	snoRNA	3000	30356471	0	0.00	2174	0.01	0.0000	0	4	0	
4	0.0000	tRNA	3000	30356471	0	0.00	15340	0.05	0.0000	0	4	0	
4	0.5452	three_prime_UTR	3000	30356471	97	3.23	1317647	4.34	0.7449	4	0	0	*****
4	0.3971	transposable_element	3000	30356471	572	19.07	5070673	16.70	1.1415	4	0	0	*****
4	0.5958	transposable_element_gene	3000	30356471	100	3.33	1698310	5.59	0.5958	2	2	0	*****
4	0.4074	transposon_fragment	3000	30356471	454	15.13	4941923	16.28	0.9296	4	0	0	*****
4	0.9775	open_chromatin_state_1	3000	30356471	200	6.67	3447400	11.36	0.5870	1	0	3	
4	1.9494	open_chromatin_state_2	3000	30356471	400	13.33	3093914	10.19	1.3082	0	0	4	*****
4	0.9017	open_chromatin_state_3	3000	30356471	100	3.33	3120050	10.28	0.3243	2	0	2	
4	0.6391	open_chromatin_state_4	3000	30356471	700	23.33	4765250	15.70	1.4864	2	0	2	
4	1.6034	open_chromatin_state_5	3000	30356471	644	21.47	4417756	14.55	1.4751	0	0	4	*****
4	0.6119	open_chromatin_state_6	3000	30356471	200	6.67	3307150	10.89	0.6119	2	1	1	
4	0.9447	open_chromatin_state_7	3000	30356471	100	3.33	3127850	10.30	0.3235	2	0	2	
4	0.8431	open_chromatin_state_8	3000	30356471	247	8.23	2400203	7.91	1.0413	2	1	1	
4	0.3780	open_chromatin_state_9	3000	30356471	409	13.63	2676791	8.82	1.5461	4	0	0	*****
5	0.8585	CDS	3000	30356471	1085	36.17	8875249	29.24	1.2370	4	0	1	
5	1.4784	DNAseI_hypersensitive_site	3000	30356471	515	17.17	3976811	13.10	1.3104	0	0	5	*****
5	0.9543	DNA_replication_origin	3000	30356471	0	0.00	1060390	3.49	0.0000	1	1	3	
5	0.8671	exon	3000	30356471	1507	50.23	12603376	41.52	1.2099	5	0	0	*****
5	2.5508	five_prime_UTR	3000	30356471	19	0.63	849108	2.80	0.2264	0	0	5	*****
5	1.0655	gene	3000	30356471	1622	54.07	16002147	52.71	1.0257	1	0	4	
5	1.0276	mRNA	3000	30356471	1822	60.73	17576603	57.90	1.0489	2	0	3	
5	0.0000	miRNA	3000	30356471	0	0.00	9336	0.03	0.0000	0	5	0	
5	0.0000	ncRNA	3000	30356471	0	0.00	183696	0.61	0.0000	0	5	0	
5	1.0418	protein	3000	30356471	1500	50.00	13598279	44.80	1.1162	2	0	3	
5	0.0000	pseudogene	3000	30356471	0	0.00	225503	0.74	0.0000	1	4	0	
5	0.0000	pseudogenic_exon	3000	30356471	0	0.00	207487	0.68	0.0000	1	4	0	
5	0.0000	pseudogenic_transcript	3000	30356471	0	0.00	225503	0.74	0.0000	1	4	0	
5	0.8770	satellite	3000	30356471	78	2.60	1903844	6.27	0.4146	2	0	3	
5	0.0000	snoRNA	3000	30356471	0	0.00	2174	0.01	0.0000	0	5	0	
5	0.0000	tRNA	3000	30356471	0	0.00	15340	0.05	0.0000	0	5	0	
5	0.5452	three_prime_UTR	3000	30356471	203	6.77	1317541	4.34	1.5591	5	0	0	*****
5	0.3971	transposable_element	3000	30356471	497	16.57	5070748	16.70	0.9918	5	0	0	*****
5	0.5958	transposable_element_gene	3000	30356471	200	6.67	1698210	5.59	1.1917	3	2	0	*****
5	0.4074	transposon_fragment	3000	30356471	497	16.57	4941880	16.28	1.0176	5	0	0	*****
5	0.9775	open_chromatin_state_1	3000	30356471	400	13.33	3447200	11.36	1.1741	2	0	3	
