Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.1391	CDS	1445293	28924178	478018	33.07	8398316	29.04	1.1391	0	0	0	
0	1.0856	DNAseI_hypersensitive_site	1445293	28924178	204653	14.16	3772673	13.04	1.0856	0	0	0	
0	1.2072	DNA_replication_origin	1445293	28924178	60324	4.17	1000066	3.46	1.2072	0	0	0	
0	1.0344	exon	1445293	28924178	619466	42.86	11985417	41.44	1.0344	0	0	0	
0	1.1327	five_prime_UTR	1445293	28924178	45485	3.15	803642	2.78	1.1327	0	0	0	
0	1.1341	gene	1445293	28924178	858249	59.38	15145520	52.36	1.1341	0	0	0	
0	1.0683	mRNA	1445293	28924178	890837	61.64	16687588	57.69	1.0683	0	0	0	
0	0.8795	miRNA	1445293	28924178	393	0.03	8943	0.03	0.8795	0	0	0	
0	0.4025	ncRNA	1445293	28924178	3622	0.25	180074	0.62	0.4025	0	0	0	
0	1.1450	protein	1445293	28924178	736005	50.92	12863774	44.47	1.1450	0	0	0	
0	1.1118	pseudogene	1445293	28924178	11868	0.82	213635	0.74	1.1118	0	0	0	
0	1.0570	pseudogenic_exon	1445293	28924178	10409	0.72	197078	0.68	1.0570	0	0	0	
0	1.1118	pseudogenic_transcript	1445293	28924178	11868	0.82	213635	0.74	1.1118	0	0	0	
0	0.7325	satellite	1445293	28924178	67228	4.65	1836694	6.35	0.7325	0	0	0	
0	0.0000	snoRNA	1445293	28924178	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.0944	tRNA	1445293	28924178	72	0.00	15268	0.05	0.0944	0	0	0	
0	1.1015	three_prime_UTR	1445293	28924178	68746	4.76	1248998	4.32	1.1015	0	0	0	
0	0.5966	transposable_element	1445293	28924178	146806	10.16	4924439	17.03	0.5966	0	0	0	
0	0.4248	transposable_element_gene	1445293	28924178	35305	2.44	1663105	5.75	0.4248	0	0	0	
0	0.5937	transposon_fragment	1445293	28924178	142388	9.85	4799989	16.60	0.5937	0	0	0	
0	1.1619	open_chromatin_state_1	1445293	28924178	189183	13.09	3258417	11.27	1.1619	0	0	0	
0	1.2347	open_chromatin_state_2	1445293	28924178	179812	12.44	2914502	10.08	1.2347	0	0	0	
0	1.2492	open_chromatin_state_3	1445293	28924178	183323	12.68	2936827	10.15	1.2492	0	0	0	
0	1.0587	open_chromatin_state_4	1445293	28924178	239454	16.57	4526496	15.65	1.0587	0	0	0	
0	1.0634	open_chromatin_state_5	1445293	28924178	222937	15.43	4195463	14.51	1.0634	0	0	0	
0	0.9635	open_chromatin_state_6	1445293	28924178	151922	10.51	3155428	10.91	0.9635	0	0	0	
0	1.0664	open_chromatin_state_7	1445293	28924178	158245	10.95	2969705	10.27	1.0664	0	0	0	
0	0.6785	open_chromatin_state_8	1445293	28924178	78717	5.45	2321733	8.03	0.6785	0	0	0	
0	0.2394	open_chromatin_state_9	1445293	28924178	31649	2.19	2645551	9.15	0.2394	0	0	0	
1	1.1391	CDS	1690892	28668579	510651	30.20	8365683	29.18	1.0349	0	0	1	*****
1	1.0856	DNAseI_hypersensitive_site	1690892	28668579	212137	12.55	3765189	13.13	0.9553	0	0	1	*****
1	1.2072	DNA_replication_origin	1690892	28668579	95202	5.63	965188	3.37	1.6723	1	0	0	
1	1.0344	exon	1690892	28668579	727371	43.02	11877512	41.43	1.0383	1	0	0	
1	1.1327	five_prime_UTR	1690892	28668579	45212	2.67	803915	2.80	0.9535	0	0	1	*****
1	1.1341	gene	1690892	28668579	925542	54.74	15078227	52.59	1.0407	0	0	1	*****
1	1.0683	mRNA	1690892	28668579	1023316	60.52	16555109	57.75	1.0480	0	0	1	*****
1	0.8795	miRNA	1690892	28668579	523	0.03	8813	0.03	1.0062	1	0	0	*****
1	0.4025	ncRNA	1690892	28668579	10248	0.61	173448	0.61	1.0018	1	0	0	*****
1	1.1450	protein	1690892	28668579	791896	46.83	12807883	44.68	1.0483	0	0	1	*****
1	1.1118	pseudogene	1690892	28668579	9587	0.57	215916	0.75	0.7528	0	0	1	*****
1	1.0570	pseudogenic_exon	1690892	28668579	8762	0.52	198725	0.69	0.7476	0	0	1	*****
1	1.1118	pseudogenic_transcript	1690892	28668579	9587	0.57	215916	0.75	0.7528	0	0	1	*****
1	0.7325	satellite	1690892	28668579	110427	6.53	1793495	6.26	1.0439	1	0	0	*****
1	0.0000	snoRNA	1690892	28668579	0	0.00	2174	0.01	0.0000	0	1	0	
1	0.0944	tRNA	1690892	28668579	2379	0.14	12961	0.05	3.1120	1	0	0	*****
1	1.1015	three_prime_UTR	1690892	28668579	73462	4.34	1244282	4.34	1.0010	0	0	1	*****
1	0.5966	transposable_element	1690892	28668579	267343	15.81	4803902	16.76	0.9436	1	0	0	*****
1	0.4248	transposable_element_gene	1690892	28668579	104621	6.19	1593789	5.56	1.1130	1	0	0	*****
1	0.5937	transposon_fragment	1690892	28668579	258243	15.27	4684134	16.34	0.9347	1	0	0	*****
1	1.1619	open_chromatin_state_1	1690892	28668579	201507	11.92	3246093	11.32	1.0525	0	0	1	*****
1	1.2347	open_chromatin_state_2	1690892	28668579	167436	9.90	2926878	10.21	0.9699	0	0	1	*****
1	1.2492	open_chromatin_state_3	1690892	28668579	182920	10.82	2937230	10.25	1.0559	0	0	1	*****
1	1.0587	open_chromatin_state_4	1690892	28668579	209778	12.41	4556172	15.89	0.7806	0	0	1	*****
1	1.0634	open_chromatin_state_5	1690892	28668579	232349	13.74	4186051	14.60	0.9411	0	0	1	*****
1	0.9635	open_chromatin_state_6	1690892	28668579	159971	9.46	3147379	10.98	0.8618	0	0	1	
1	1.0664	open_chromatin_state_7	1690892	28668579	202226	11.96	2925724	10.21	1.1719	1	0	0	
1	0.6785	open_chromatin_state_8	1690892	28668579	149709	8.85	2250741	7.85	1.1277	1	0	0	*****
1	0.2394	open_chromatin_state_9	1690892	28668579	184996	10.94	2492204	8.69	1.2585	1	0	0	*****
2	1.1391	CDS	1743332	28616139	454972	26.10	8421362	29.43	0.8868	0	0	2	*****
2	1.0856	DNAseI_hypersensitive_site	1743332	28616139	217704	12.49	3759622	13.14	0.9505	0	0	2	*****
2	1.2072	DNA_replication_origin	1743332	28616139	66772	3.83	993618	3.47	1.1031	1	0	1	
2	1.0344	exon	1743332	28616139	706760	40.54	11898123	41.58	0.9750	1	0	1	
2	1.1327	five_prime_UTR	1743332	28616139	44120	2.53	805007	2.81	0.8996	0	0	2	*****
2	1.1341	gene	1743332	28616139	841483	48.27	15162286	52.99	0.9110	0	0	2	*****
2	1.0683	mRNA	1743332	28616139	981158	56.28	16597267	58.00	0.9704	0	0	2	*****
2	0.8795	miRNA	1743332	28616139	186	0.01	9150	0.03	0.3337	1	0	1	
2	0.4025	ncRNA	1743332	28616139	3627	0.21	180069	0.63	0.3306	1	0	1	
2	1.1450	protein	1743332	28616139	711656	40.82	12888123	45.04	0.9064	0	0	2	*****
2	1.1118	pseudogene	1743332	28616139	10867	0.62	214636	0.75	0.8311	0	0	2	*****
2	1.0570	pseudogenic_exon	1743332	28616139	10867	0.62	196620	0.69	0.9072	0	0	2	*****
2	1.1118	pseudogenic_transcript	1743332	28616139	10867	0.62	214636	0.75	0.8311	0	0	2	*****
2	0.7325	satellite	1743332	28616139	130817	7.50	1773105	6.20	1.2110	2	0	0	*****
2	0.0000	snoRNA	1743332	28616139	286	0.02	1888	0.01	2.4865	1	1	0	
2	0.0944	tRNA	1743332	28616139	506	0.03	14834	0.05	0.5599	2	0	0	*****
2	1.1015	three_prime_UTR	1743332	28616139	75448	4.33	1242296	4.34	0.9969	0	0	2	*****
2	0.5966	transposable_element	1743332	28616139	364502	20.91	4706743	16.45	1.2712	2	0	0	*****
2	0.4248	transposable_element_gene	1743332	28616139	140688	8.07	1557722	5.44	1.4825	2	0	0	*****
2	0.5937	transposon_fragment	1743332	28616139	353434	20.27	4588943	16.04	1.2642	2	0	0	*****
2	1.1619	open_chromatin_state_1	1743332	28616139	199264	11.43	3248336	11.35	1.0069	0	0	2	*****
2	1.2347	open_chromatin_state_2	1743332	28616139	147117	8.44	2947197	10.30	0.8194	0	0	2	*****
2	1.2492	open_chromatin_state_3	1743332	28616139	179271	10.28	2940879	10.28	1.0006	0	0	2	*****
2	1.0587	open_chromatin_state_4	1743332	28616139	214467	12.30	4551483	15.91	0.7735	0	0	2	*****
2	1.0634	open_chromatin_state_5	1743332	28616139	248815	14.27	4169585	14.57	0.9795	0	0	2	*****
2	0.9635	open_chromatin_state_6	1743332	28616139	196320	11.26	3111030	10.87	1.0358	1	0	1	
2	1.0664	open_chromatin_state_7	1743332	28616139	158815	9.11	2969135	10.38	0.8780	1	0	1	
2	0.6785	open_chromatin_state_8	1743332	28616139	162950	9.35	2237500	7.82	1.1954	2	0	0	*****
2	0.2394	open_chromatin_state_9	1743332	28616139	236313	13.56	2440887	8.53	1.5892	2	0	0	*****
3	1.1391	CDS	1748645	28610826	466707	26.69	8409627	29.39	0.9080	0	0	3	*****
3	1.0856	DNAseI_hypersensitive_site	1748645	28610826	210153	12.02	3767173	13.17	0.9127	0	0	3	*****
3	1.2072	DNA_replication_origin	1748645	28610826	70823	4.05	989567	3.46	1.1710	1	0	2	
3	1.0344	exon	1748645	28610826	722782	41.33	11882101	41.53	0.9953	1	0	2	
3	1.1327	five_prime_UTR	1748645	28610826	42412	2.43	806715	2.82	0.8602	0	0	3	*****
3	1.1341	gene	1748645	28610826	846973	48.44	15156796	52.98	0.9143	0	0	3	*****
3	1.0683	mRNA	1748645	28610826	990913	56.67	16587512	57.98	0.9774	0	0	3	*****
3	0.8795	miRNA	1748645	28610826	252	0.01	9084	0.03	0.4539	1	0	2	
3	0.4025	ncRNA	1748645	28610826	18699	1.07	164997	0.58	1.8543	2	0	1	
3	1.1450	protein	1748645	28610826	718557	41.09	12881222	45.02	0.9127	0	0	3	*****
3	1.1118	pseudogene	1748645	28610826	15378	0.88	210125	0.73	1.1974	1	0	2	
3	1.0570	pseudogenic_exon	1748645	28610826	14865	0.85	192622	0.67	1.2627	1	0	2	
3	1.1118	pseudogenic_transcript	1748645	28610826	15378	0.88	210125	0.73	1.1974	1	0	2	
3	0.7325	satellite	1748645	28610826	129999	7.43	1773923	6.20	1.1990	3	0	0	*****
3	0.0000	snoRNA	1748645	28610826	702	0.04	1472	0.01	7.8029	2	1	0	
3	0.0944	tRNA	1748645	28610826	507	0.03	14833	0.05	0.5593	3	0	0	*****
3	1.1015	three_prime_UTR	1748645	28610826	68301	3.91	1249443	4.37	0.8944	0	0	3	*****
3	0.5966	transposable_element	1748645	28610826	426894	24.41	4644351	16.23	1.5039	3	0	0	*****
3	0.4248	transposable_element_gene	1748645	28610826	152982	8.75	1545428	5.40	1.6196	3	0	0	*****
3	0.5937	transposon_fragment	1748645	28610826	399884	22.87	4542493	15.88	1.4404	3	0	0	*****
3	1.1619	open_chromatin_state_1	1748645	28610826	191360	10.94	3256240	11.38	0.9615	0	0	3	*****
3	1.2347	open_chromatin_state_2	1748645	28610826	176399	10.09	2917915	10.20	0.9891	0	0	3	*****
3	1.2492	open_chromatin_state_3	1748645	28610826	179124	10.24	2941026	10.28	0.9965	0	0	3	*****
3	1.0587	open_chromatin_state_4	1748645	28610826	228947	13.09	4537003	15.86	0.8256	0	0	3	*****
3	1.0634	open_chromatin_state_5	1748645	28610826	173954	9.95	4244446	14.84	0.6706	0	0	3	*****
3	0.9635	open_chromatin_state_6	1748645	28610826	186131	10.64	3121219	10.91	0.9757	2	0	1	
3	1.0664	open_chromatin_state_7	1748645	28610826	186450	10.66	2941500	10.28	1.0371	1	0	2	
3	0.6785	open_chromatin_state_8	1748645	28610826	169035	9.67	2231415	7.80	1.2394	3	0	0	*****
3	0.2394	open_chromatin_state_9	1748645	28610826	257245	14.71	2419955	8.46	1.7393	3	0	0	*****
4	1.1391	CDS	1742219	28617252	516955	29.67	8359379	29.21	1.0158	0	0	4	*****
4	1.0856	DNAseI_hypersensitive_site	1742219	28617252	231780	13.30	3745546	13.09	1.0164	0	0	4	*****
4	1.2072	DNA_replication_origin	1742219	28617252	65615	3.77	994775	3.48	1.0834	1	0	3	
4	1.0344	exon	1742219	28617252	773412	44.39	11831471	41.34	1.0737	2	0	2	
4	1.1327	five_prime_UTR	1742219	28617252	52512	3.01	796615	2.78	1.0828	0	0	4	*****
4	1.1341	gene	1742219	28617252	938235	53.85	15065534	52.64	1.0229	0	0	4	*****
4	1.0683	mRNA	1742219	28617252	1068463	61.33	16509962	57.69	1.0630	0	0	4	*****
4	0.8795	miRNA	1742219	28617252	0	0.00	9336	0.03	0.0000	1	0	3	
4	0.4025	ncRNA	1742219	28617252	11534	0.66	172162	0.60	1.1004	3	0	1	
4	1.1450	protein	1742219	28617252	793395	45.54	12806384	44.75	1.0176	0	0	4	*****
4	1.1118	pseudogene	1742219	28617252	6854	0.39	218649	0.76	0.5149	1	0	3	
4	1.0570	pseudogenic_exon	1742219	28617252	6592	0.38	200895	0.70	0.5390	1	0	3	
4	1.1118	pseudogenic_transcript	1742219	28617252	6854	0.39	218649	0.76	0.5149	1	0	3	
4	0.7325	satellite	1742219	28617252	115125	6.61	1788797	6.25	1.0571	4	0	0	*****
4	0.0000	snoRNA	1742219	28617252	0	0.00	2174	0.01	0.0000	2	2	0	
