Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.1694	CDS	22884	30336837	7823	34.19	8868511	29.23	1.1694	0	0	0	
0	1.2304	DNAseI_hypersensitive_site	22884	30336837	3688	16.12	3973638	13.10	1.2304	0	0	0	
0	0.0000	DNA_replication_origin	22884	30336837	0	0.00	1060390	3.50	0.0000	0	0	0	
0	1.1763	exon	22884	30336837	11175	48.83	12593708	41.51	1.1763	0	0	0	
0	1.4222	five_prime_UTR	22884	30336837	910	3.98	848217	2.80	1.4222	0	0	0	
0	1.3100	gene	22884	30336837	15799	69.04	15987970	52.70	1.3100	0	0	0	
0	1.1926	mRNA	22884	30336837	15799	69.04	17562626	57.89	1.1926	0	0	0	
0	0.0000	miRNA	22884	30336837	0	0.00	9336	0.03	0.0000	0	0	0	
0	0.0000	ncRNA	22884	30336837	0	0.00	183696	0.61	0.0000	0	0	0	
0	1.1732	protein	22884	30336837	12025	52.55	13587754	44.79	1.1732	0	0	0	
0	0.0000	pseudogene	22884	30336837	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.0000	pseudogenic_exon	22884	30336837	0	0.00	207487	0.68	0.0000	0	0	0	
0	0.0000	pseudogenic_transcript	22884	30336837	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.6500	satellite	22884	30336837	933	4.08	1902989	6.27	0.6500	0	0	0	
0	0.0000	snoRNA	22884	30336837	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.0000	tRNA	22884	30336837	0	0.00	15340	0.05	0.0000	0	0	0	
0	2.5279	three_prime_UTR	22884	30336837	2508	10.96	1315236	4.34	2.5279	0	0	0	
0	0.3480	transposable_element	22884	30336837	1331	5.82	5069914	16.71	0.3480	0	0	0	
0	0.0000	transposable_element_gene	22884	30336837	0	0.00	1698410	5.60	0.0000	0	0	0	
0	0.3571	transposon_fragment	22884	30336837	1331	5.82	4941046	16.29	0.3571	0	0	0	
0	1.3507	open_chromatin_state_1	22884	30336837	3509	15.33	3444091	11.35	1.3507	0	0	0	
0	1.8590	open_chromatin_state_2	22884	30336837	4333	18.93	3089981	10.19	1.8590	0	0	0	
0	1.5479	open_chromatin_state_3	22884	30336837	3639	15.90	3116511	10.27	1.5479	0	0	0	
0	0.8977	open_chromatin_state_4	22884	30336837	3225	14.09	4762725	15.70	0.8977	0	0	0	
0	0.4841	open_chromatin_state_5	22884	30336837	1613	7.05	4416787	14.56	0.4841	0	0	0	
0	1.2730	open_chromatin_state_6	22884	30336837	3173	13.87	3304177	10.89	1.2730	0	0	0	
0	0.6191	open_chromatin_state_7	22884	30336837	1460	6.38	3126490	10.31	0.6191	0	0	0	
0	0.9014	open_chromatin_state_8	22884	30336837	1631	7.13	2398819	7.91	0.9014	0	0	0	
0	0.0000	open_chromatin_state_9	22884	30336837	0	0.00	2677200	8.82	0.0000	0	0	0	
1	1.1694	CDS	23000	30336471	5711	24.83	8870623	29.24	0.8492	0	0	1	*****
1	1.2304	DNAseI_hypersensitive_site	23000	30336471	1939	8.43	3975387	13.10	0.6433	0	0	1	*****
1	0.0000	DNA_replication_origin	23000	30336471	1000	4.35	1059390	3.49	1.2450	1	0	0	
1	1.1763	exon	23000	30336471	7566	32.90	12597317	41.53	0.7922	0	0	1	*****
1	1.4222	five_prime_UTR	23000	30336471	598	2.60	848529	2.80	0.9295	0	0	1	*****
1	1.3100	gene	23000	30336471	11539	50.17	15992230	52.72	0.9517	0	0	1	*****
1	1.1926	mRNA	23000	30336471	11649	50.65	17566776	57.91	0.8746	0	0	1	*****
1	0.0000	miRNA	23000	30336471	123	0.53	9213	0.03	17.6093	1	0	0	
1	0.0000	ncRNA	23000	30336471	500	2.17	183196	0.60	3.5999	1	0	0	
