Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.0765	CDS	87307	30272664	27473	31.47	8848861	29.23	1.0765	0	0	0	
0	1.4092	DNAseI_hypersensitive_site	87307	30272664	16099	18.44	3961227	13.09	1.4092	0	0	0	
0	0.9328	DNA_replication_origin	87307	30272664	2845	3.26	1057545	3.49	0.9328	0	0	0	
0	1.0909	exon	87307	30272664	39534	45.28	12565349	41.51	1.0909	0	0	0	
0	1.1862	five_prime_UTR	87307	30272664	2895	3.32	846232	2.80	1.1862	0	0	0	
0	1.1476	gene	87307	30272664	52793	60.47	15950976	52.69	1.1476	0	0	0	
0	1.1004	mRNA	87307	30272664	55610	63.69	17522815	57.88	1.1004	0	0	0	
0	0.0000	miRNA	87307	30272664	0	0.00	9336	0.03	0.0000	0	0	0	
0	0.2096	ncRNA	87307	30272664	111	0.13	183585	0.61	0.2096	0	0	0	
0	1.1142	protein	87307	30272664	43561	49.89	13556218	44.78	1.1142	0	0	0	
0	0.0000	pseudogene	87307	30272664	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.0000	pseudogenic_exon	87307	30272664	0	0.00	207487	0.69	0.0000	0	0	0	
0	0.0000	pseudogenic_transcript	87307	30272664	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.7439	satellite	87307	30272664	4076	4.67	1899846	6.28	0.7439	0	0	0	
0	0.0000	snoRNA	87307	30272664	0	0.00	2174	0.01	0.0000	0	0	0	
0	1.6351	tRNA	87307	30272664	72	0.08	15268	0.05	1.6351	0	0	0	
0	1.8220	three_prime_UTR	87307	30272664	6888	7.89	1310856	4.33	1.8220	0	0	0	
0	0.5809	transposable_element	87307	30272664	8482	9.72	5062763	16.72	0.5809	0	0	0	
0	0.6135	transposable_element_gene	87307	30272664	3000	3.44	1695410	5.60	0.6135	0	0	0	
0	0.5551	transposon_fragment	87307	30272664	7899	9.05	4934478	16.30	0.5551	0	0	0	
0	1.3224	open_chromatin_state_1	87307	30272664	13099	15.00	3434501	11.35	1.3224	0	0	0	
0	1.9587	open_chromatin_state_2	87307	30272664	17381	19.91	3076933	10.16	1.9587	0	0	0	
0	1.1573	open_chromatin_state_3	87307	30272664	10379	11.89	3109771	10.27	1.1573	0	0	0	
0	0.9364	open_chromatin_state_4	87307	30272664	12836	14.70	4753114	15.70	0.9364	0	0	0	
0	0.7314	open_chromatin_state_5	87307	30272664	9300	10.65	4409100	14.56	0.7314	0	0	0	
