Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.2864	CDS	4600	30354921	1730	37.61	8874604	29.24	1.2864	0	0	0	
0	1.0189	DNAseI_hypersensitive_site	4600	30354921	614	13.35	3976712	13.10	1.0189	0	0	0	
0	0.0000	DNA_replication_origin	4600	30354921	0	0.00	1060390	3.49	0.0000	0	0	0	
0	1.2310	exon	4600	30354921	2351	51.11	12602532	41.52	1.2310	0	0	0	
0	1.3525	five_prime_UTR	4600	30354921	174	3.78	848953	2.80	1.3525	0	0	0	
0	1.3193	gene	4600	30354921	3199	69.54	16000570	52.71	1.3193	0	0	0	
0	1.2011	mRNA	4600	30354921	3199	69.54	17575226	57.90	1.2011	0	0	0	
0	0.0000	miRNA	4600	30354921	0	0.00	9336	0.03	0.0000	0	0	0	
0	0.0000	ncRNA	4600	30354921	0	0.00	183696	0.61	0.0000	0	0	0	
0	1.1953	protein	4600	30354921	2463	53.54	13597316	44.79	1.1953	0	0	0	
0	0.0000	pseudogene	4600	30354921	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.0000	pseudogenic_exon	4600	30354921	0	0.00	207487	0.68	0.0000	0	0	0	
0	0.0000	pseudogenic_transcript	4600	30354921	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.8458	satellite	4600	30354921	244	5.30	1903678	6.27	0.8458	0	0	0	
0	0.0000	snoRNA	4600	30354921	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.0000	tRNA	4600	30354921	0	0.00	15340	0.05	0.0000	0	0	0	
0	2.2392	three_prime_UTR	4600	30354921	447	9.72	1317297	4.34	2.2392	0	0	0	
0	0.2889	transposable_element	4600	30354921	222	4.83	5071023	16.71	0.2889	0	0	0	
0	0.0000	transposable_element_gene	4600	30354921	0	0.00	1698410	5.60	0.0000	0	0	0	
0	0.2964	transposon_fragment	4600	30354921	222	4.83	4942155	16.28	0.2964	0	0	0	
0	1.3401	open_chromatin_state_1	4600	30354921	700	15.22	3446900	11.36	1.3401	0	0	0	
0	1.8879	open_chromatin_state_2	4600	30354921	885	19.24	3093429	10.19	1.8879	0	0	0	
0	1.5273	open_chromatin_state_3	4600	30354921	722	15.70	3119428	10.28	1.5273	0	0	0	
0	0.9818	open_chromatin_state_4	4600	30354921	709	15.41	4765241	15.70	0.9818	0	0	0	
0	0.4481	open_chromatin_state_5	4600	30354921	300	6.52	4418100	14.55	0.4481	0	0	0	
0	1.1534	open_chromatin_state_6	4600	30354921	578	12.57	3306772	10.89	1.1534	0	0	0	
0	0.6330	open_chromatin_state_7	4600	30354921	300	6.52	3127650	10.30	0.6330	0	0	0	
0	0.8413	open_chromatin_state_8	4600	30354921	306	6.65	2400144	7.91	0.8413	0	0	0	
0	0.0000	open_chromatin_state_9	4600	30354921	0	0.00	2677200	8.82	0.0000	0	0	0	
1	1.2864	CDS	4600	30354871	1020	22.17	8875314	29.24	0.7584	0	0	1	*****
1	1.0189	DNAseI_hypersensitive_site	4600	30354871	613	13.33	3976713	13.10	1.0172	0	0	1	*****
1	0.0000	DNA_replication_origin	4600	30354871	300	6.52	1060090	3.49	1.8675	1	0	0	
1	1.2310	exon	4600	30354871	1890	41.09	12602993	41.52	0.9896	0	0	1	*****
