Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.1364	CDS	213073	30148898	70718	33.19	8805616	29.21	1.1364	0	0	0	
0	1.2107	DNAseI_hypersensitive_site	213073	30148898	33744	15.84	3943582	13.08	1.2107	0	0	0	
0	0.1925	DNA_replication_origin	213073	30148898	1441	0.68	1058949	3.51	0.1925	0	0	0	
0	0.9849	exon	213073	30148898	87132	40.89	12517751	41.52	0.9849	0	0	0	
0	1.1052	five_prime_UTR	213073	30148898	6581	3.09	842546	2.79	1.1052	0	0	0	
0	1.1705	gene	213073	30148898	131300	61.62	15872469	52.65	1.1705	0	0	0	
0	1.0648	mRNA	213073	30148898	131300	61.62	17447125	57.87	1.0648	0	0	0	
0	0.0000	miRNA	213073	30148898	0	0.00	9336	0.03	0.0000	0	0	0	
0	0.2577	ncRNA	213073	30148898	334	0.16	183362	0.61	0.2577	0	0	0	
0	1.1762	protein	213073	30148898	112122	52.62	13487657	44.74	1.1762	0	0	0	
0	0.9208	pseudogene	213073	30148898	1458	0.68	224045	0.74	0.9208	0	0	0	
0	1.0013	pseudogenic_exon	213073	30148898	1458	0.68	206029	0.68	1.0013	0	0	0	
0	0.9208	pseudogenic_transcript	213073	30148898	1458	0.68	224045	0.74	0.9208	0	0	0	
0	0.6776	satellite	213073	30148898	9074	4.26	1894848	6.28	0.6776	0	0	0	
0	0.0000	snoRNA	213073	30148898	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.0000	tRNA	213073	30148898	0	0.00	15340	0.05	0.0000	0	0	0	
0	1.2595	three_prime_UTR	213073	30148898	11626	5.46	1306118	4.33	1.2595	0	0	0	
0	0.4597	transposable_element	213073	30148898	16422	7.71	5054823	16.77	0.4597	0	0	0	
0	0.0000	transposable_element_gene	213073	30148898	0	0.00	1698410	5.63	0.0000	0	0	0	
0	0.4717	transposon_fragment	213073	30148898	16422	7.71	4925955	16.34	0.4717	0	0	0	
0	1.1731	open_chromatin_state_1	213073	30148898	28349	13.30	3419251	11.34	1.1731	0	0	0	
0	1.2493	open_chromatin_state_2	213073	30148898	27082	12.71	3067232	10.17	1.2493	0	0	0	
0	1.3544	open_chromatin_state_3	213073	30148898	29584	13.88	3090566	10.25	1.3544	0	0	0	
0	1.0803	open_chromatin_state_4	213073	30148898	36112	16.95	4729838	15.69	1.0803	0	0	0	
