Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.0035	CDS	4400	30355071	1291	29.34	8875043	29.24	1.0035	0	0	0	
0	1.9693	DNAseI_hypersensitive_site	4400	30355071	1135	25.80	3976191	13.10	1.9693	0	0	0	
0	1.9523	DNA_replication_origin	4400	30355071	300	6.82	1060090	3.49	1.9523	0	0	0	
0	1.1036	exon	4400	30355071	2016	45.82	12602867	41.52	1.1036	0	0	0	
0	1.5196	five_prime_UTR	4400	30355071	187	4.25	848940	2.80	1.5196	0	0	0	
0	0.9795	gene	4400	30355071	2272	51.64	16001497	52.71	0.9795	0	0	0	
0	0.9994	mRNA	4400	30355071	2546	57.86	17575879	57.90	0.9994	0	0	0	
0	0.0000	miRNA	4400	30355071	0	0.00	9336	0.03	0.0000	0	0	0	
0	0.0000	ncRNA	4400	30355071	0	0.00	183696	0.61	0.0000	0	0	0	
0	0.9371	protein	4400	30355071	1847	41.98	13597932	44.80	0.9371	0	0	0	
0	0.0000	pseudogene	4400	30355071	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.0000	pseudogenic_exon	4400	30355071	0	0.00	207487	0.68	0.0000	0	0	0	
0	0.0000	pseudogenic_transcript	4400	30355071	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.7212	satellite	4400	30355071	199	4.52	1903723	6.27	0.7212	0	0	0	
0	0.0000	snoRNA	4400	30355071	0	0.00	2174	0.01	0.0000	0	0	0	
0	11.7129	tRNA	4400	30355071	26	0.59	15314	0.05	11.7129	0	0	0	
0	1.4191	three_prime_UTR	4400	30355071	271	6.16	1317473	4.34	1.4191	0	0	0	
0	0.7469	transposable_element	4400	30355071	549	12.48	5070696	16.70	0.7469	0	0	0	
0	1.2188	transposable_element_gene	4400	30355071	300	6.82	1698110	5.59	1.2188	0	0	0	
0	0.6268	transposon_fragment	4400	30355071	449	10.20	4941928	16.28	0.6268	0	0	0	
0	1.1508	open_chromatin_state_1	4400	30355071	575	13.07	3447025	11.36	1.1508	0	0	0	
0	2.2860	open_chromatin_state_2	4400	30355071	1025	23.30	3093289	10.19	2.2860	0	0	0	
0	0.7319	open_chromatin_state_3	4400	30355071	331	7.52	3119819	10.28	0.7319	0	0	0	
0	0.8686	open_chromatin_state_4	4400	30355071	600	13.64	4765350	15.70	0.8686	0	0	0	
0	0.9370	open_chromatin_state_5	4400	30355071	600	13.64	4417800	14.55	0.9370	0	0	0	
0	0.8345	open_chromatin_state_6	4400	30355071	400	9.09	3306950	10.89	0.8345	0	0	0	
0	0.8139	open_chromatin_state_7	4400	30355071	369	8.39	3127581	10.30	0.8139	0	0	0	
0	1.1498	open_chromatin_state_8	4400	30355071	400	9.09	2400050	7.91	1.1498	0	0	0	
0	0.2577	open_chromatin_state_9	4400	30355071	100	2.27	2677100	8.82	0.2577	0	0	0	
1	1.0035	CDS	4400	30355071	1696	38.55	8874638	29.24	1.3184	1	0	0	
1	1.9693	DNAseI_hypersensitive_site	4400	30355071	437	9.93	3976889	13.10	0.7581	0	0	1	*****
1	1.9523	DNA_replication_origin	4400	30355071	0	0.00	1060390	3.49	0.0000	0	0	1	*****
1	1.1036	exon	4400	30355071	2637	59.93	12602246	41.52	1.4436	1	0	0	
1	1.5196	five_prime_UTR	4400	30355071	81	1.84	849046	2.80	0.6582	0	0	1	*****
1	0.9795	gene	4400	30355071	2681	60.93	16001088	52.71	1.1559	1	0	0	*****
1	0.9994	mRNA	4400	30355071	2897	65.84	17575528	57.90	1.1372	1	0	0	*****
1	0.0000	miRNA	4400	30355071	0	0.00	9336	0.03	0.0000	0	1	0	
1	0.0000	ncRNA	4400	30355071	0	0.00	183696	0.61	0.0000	0	1	0	
1	0.9371	protein	4400	30355071	2056	46.73	13597723	44.80	1.0431	1	0	0	*****
1	0.0000	pseudogene	4400	30355071	0	0.00	225503	0.74	0.0000	0	1	0	
1	0.0000	pseudogenic_exon	4400	30355071	0	0.00	207487	0.68	0.0000	0	1	0	
1	0.0000	pseudogenic_transcript	4400	30355071	0	0.00	225503	0.74	0.0000	0	1	0	
1	0.7212	satellite	4400	30355071	328	7.45	1903594	6.27	1.1887	1	0	0	*****
1	0.0000	snoRNA	4400	30355071	0	0.00	2174	0.01	0.0000	0	1	0	
1	11.7129	tRNA	4400	30355071	0	0.00	15340	0.05	0.0000	0	0	1	*****
1	1.4191	three_prime_UTR	4400	30355071	669	15.20	1317075	4.34	3.5042	1	0	0	
1	0.7469	transposable_element	4400	30355071	459	10.43	5070786	16.70	0.6245	0	0	1	
1	1.2188	transposable_element_gene	4400	30355071	216	4.91	1698194	5.59	0.8775	0	0	1	*****
1	0.6268	transposon_fragment	4400	30355071	459	10.43	4941918	16.28	0.6408	1	0	0	*****
1	1.1508	open_chromatin_state_1	4400	30355071	933	21.20	3446667	11.35	1.8675	1	0	0	
1	2.2860	open_chromatin_state_2	4400	30355071	699	15.89	3093615	10.19	1.5588	0	0	1	*****
1	0.7319	open_chromatin_state_3	4400	30355071	367	8.34	3119783	10.28	0.8116	1	0	0	*****
1	0.8686	open_chromatin_state_4	4400	30355071	1	0.02	4765949	15.70	0.0014	0	0	1	
1	0.9370	open_chromatin_state_5	4400	30355071	500	11.36	4417900	14.55	0.7808	0	0	1	
1	0.8345	open_chromatin_state_6	4400	30355071	544	12.36	3306806	10.89	1.1349	1	0	0	*****
1	0.8139	open_chromatin_state_7	4400	30355071	556	12.64	3127394	10.30	1.2265	1	0	0	*****
1	1.1498	open_chromatin_state_8	4400	30355071	300	6.82	2400150	7.91	0.8623	0	0	1	*****
1	0.2577	open_chromatin_state_9	4400	30355071	500	11.36	2676700	8.82	1.2887	1	0	0	*****
2	1.0035	CDS	4400	30355071	1007	22.89	8875327	29.24	0.7828	1	0	1	
2	1.9693	DNAseI_hypersensitive_site	4400	30355071	429	9.75	3976897	13.10	0.7442	0	0	2	*****
2	1.9523	DNA_replication_origin	4400	30355071	200	4.55	1060190	3.49	1.3014	0	0	2	*****
2	1.1036	exon	4400	30355071	1539	34.98	12603344	41.52	0.8424	1	0	1	
2	1.5196	five_prime_UTR	4400	30355071	0	0.00	849127	2.80	0.0000	0	0	2	*****
2	0.9795	gene	4400	30355071	1896	43.09	16001873	52.72	0.8174	1	0	1	
2	0.9994	mRNA	4400	30355071	2296	52.18	17576129	57.90	0.9012	1	0	1	
