Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.1408	CDS	402907	29959064	134120	33.29	8742214	29.18	1.1408	0	0	0	
0	1.1417	DNAseI_hypersensitive_site	402907	29959064	60144	14.93	3917182	13.08	1.1417	0	0	0	
0	1.1630	DNA_replication_origin	402907	29959064	16330	4.05	1044060	3.48	1.1630	0	0	0	
0	1.0473	exon	402907	29959064	175073	43.45	12429810	41.49	1.0473	0	0	0	
0	1.0853	five_prime_UTR	402907	29959064	12215	3.03	836912	2.79	1.0853	0	0	0	
0	1.1331	gene	402907	29959064	240210	59.62	15763559	52.62	1.1331	0	0	0	
0	1.0723	mRNA	402907	29959064	249898	62.02	17328527	57.84	1.0723	0	0	0	
0	0.0000	miRNA	402907	29959064	0	0.00	9336	0.03	0.0000	0	0	0	
0	0.3510	ncRNA	402907	29959064	863	0.21	182833	0.61	0.3510	0	0	0	
0	1.1461	protein	402907	29959064	206433	51.24	13393346	44.71	1.1461	0	0	0	
0	0.4839	pseudogene	402907	29959064	1458	0.36	224045	0.75	0.4839	0	0	0	
0	0.5262	pseudogenic_exon	402907	29959064	1458	0.36	206029	0.69	0.5262	0	0	0	
0	0.4839	pseudogenic_transcript	402907	29959064	1458	0.36	224045	0.75	0.4839	0	0	0	
0	0.7157	satellite	402907	29959064	18151	4.51	1885771	6.29	0.7157	0	0	0	
0	0.0000	snoRNA	402907	29959064	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.3506	tRNA	402907	29959064	72	0.02	15268	0.05	0.3506	0	0	0	
0	1.2475	three_prime_UTR	402907	29959064	21743	5.40	1296001	4.33	1.2475	0	0	0	
0	0.5583	transposable_element	402907	29959064	37793	9.38	5033452	16.80	0.5583	0	0	0	
0	0.4532	transposable_element_gene	402907	29959064	10289	2.55	1688121	5.63	0.4532	0	0	0	
0	0.5553	transposon_fragment	402907	29959064	36637	9.09	4905740	16.37	0.5553	0	0	0	
0	1.0955	open_chromatin_state_1	402907	29959064	50058	12.42	3397542	11.34	1.0955	0	0	0	
