Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.0529	CDS	30000	30329471	9235	30.78	8867099	29.24	1.0529	0	0	0	
0	1.4364	DNAseI_hypersensitive_site	30000	30329471	5643	18.81	3971683	13.10	1.4364	0	0	0	
0	0.9543	DNA_replication_origin	30000	30329471	1000	3.33	1059390	3.49	0.9543	0	0	0	
0	1.0002	exon	30000	30329471	12458	41.53	12592425	41.52	1.0002	0	0	0	
0	1.7759	five_prime_UTR	30000	30329471	1489	4.96	847638	2.79	1.7759	0	0	0	
0	1.0242	gene	30000	30329471	16197	53.99	15987572	52.71	1.0242	0	0	0	
0	0.9807	mRNA	30000	30329471	17035	56.78	17561390	57.90	0.9807	0	0	0	
0	0.0000	miRNA	30000	30329471	0	0.00	9336	0.03	0.0000	0	0	0	
0	0.0000	ncRNA	30000	30329471	0	0.00	183696	0.61	0.0000	0	0	0	
0	1.0012	protein	30000	30329471	13455	44.85	13586324	44.80	1.0012	0	0	0	
0	0.0000	pseudogene	30000	30329471	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.0000	pseudogenic_exon	30000	30329471	0	0.00	207487	0.68	0.0000	0	0	0	
0	0.0000	pseudogenic_transcript	30000	30329471	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.6445	satellite	30000	30329471	1213	4.04	1902709	6.27	0.6445	0	0	0	
0	0.0000	snoRNA	30000	30329471	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.0000	tRNA	30000	30329471	0	0.00	15340	0.05	0.0000	0	0	0	
0	1.0760	three_prime_UTR	30000	30329471	1401	4.67	1316343	4.34	1.0760	0	0	0	
0	0.4224	transposable_element	30000	30329471	2118	7.06	5069127	16.71	0.4224	0	0	0	
0	0.4991	transposable_element_gene	30000	30329471	838	2.79	1697572	5.60	0.4991	0	0	0	
0	0.4334	transposon_fragment	30000	30329471	2118	7.06	4940259	16.29	0.4334	0	0	0	
0	1.2696	open_chromatin_state_1	30000	30329471	4324	14.41	3443276	11.35	1.2696	0	0	0	
0	1.6674	open_chromatin_state_2	30000	30329471	5095	16.98	3089219	10.19	1.6674	0	0	0	
0	0.8545	open_chromatin_state_3	30000	30329471	2635	8.78	3117515	10.28	0.8545	0	0	0	
0	0.7135	open_chromatin_state_4	30000	30329471	3361	11.20	4762589	15.70	0.7135	0	0	0	
0	1.7146	open_chromatin_state_5	30000	30329471	7481	24.94	4410919	14.54	1.7146	0	0	0	
0	0.4890	open_chromatin_state_6	30000	30329471	1599	5.33	3305751	10.90	0.4890	0	0	0	
0	0.8223	open_chromatin_state_7	30000	30329471	2542	8.47	3125408	10.30	0.8223	0	0	0	
0	0.6663	open_chromatin_state_8	30000	30329471	1581	5.27	2398869	7.91	0.6663	0	0	0	
0	0.5221	open_chromatin_state_9	30000	30329471	1382	4.61	2675818	8.82	0.5221	0	0	0	
1	1.0529	CDS	30000	30329471	10379	34.60	8865955	29.23	1.1835	1	0	0	
1	1.4364	DNAseI_hypersensitive_site	30000	30329471	1415	4.72	3975911	13.11	0.3598	0	0	1	*****
1	0.9543	DNA_replication_origin	30000	30329471	0	0.00	1060390	3.50	0.0000	0	0	1	
1	1.0002	exon	30000	30329471	13642	45.47	12591241	41.51	1.0954	1	0	0	
1	1.7759	five_prime_UTR	30000	30329471	679	2.26	848448	2.80	0.8091	0	0	1	*****
1	1.0242	gene	30000	30329471	19956	66.52	15983813	52.70	1.2622	1	0	0	
1	0.9807	mRNA	30000	30329471	22137	73.79	17556288	57.89	1.2748	1	0	0	*****
1	0.0000	miRNA	30000	30329471	0	0.00	9336	0.03	0.0000	0	1	0	
1	0.0000	ncRNA	30000	30329471	0	0.00	183696	0.61	0.0000	0	1	0	
1	1.0012	protein	30000	30329471	18302	61.01	13581477	44.78	1.3624	1	0	0	
1	0.0000	pseudogene	30000	30329471	59	0.20	225444	0.74	0.2646	1	0	0	
1	0.0000	pseudogenic_exon	30000	30329471	59	0.20	207428	0.68	0.2876	1	0	0	
1	0.0000	pseudogenic_transcript	30000	30329471	59	0.20	225444	0.74	0.2646	1	0	0	
1	0.6445	satellite	30000	30329471	1610	5.37	1902312	6.27	0.8556	1	0	0	*****
1	0.0000	snoRNA	30000	30329471	0	0.00	2174	0.01	0.0000	0	1	0	
1	0.0000	tRNA	30000	30329471	0	0.00	15340	0.05	0.0000	0	1	0	
1	1.0760	three_prime_UTR	30000	30329471	508	1.69	1317236	4.34	0.3899	0	0	1	*****
1	0.4224	transposable_element	30000	30329471	4717	15.72	5066528	16.70	0.9412	1	0	0	*****
1	0.4991	transposable_element_gene	30000	30329471	2181	7.27	1696229	5.59	1.2999	1	0	0	*****
1	0.4334	transposon_fragment	30000	30329471	4717	15.72	4937660	16.28	0.9658	1	0	0	*****
1	1.2696	open_chromatin_state_1	30000	30329471	1980	6.60	3445620	11.36	0.5810	0	0	1	*****
1	1.6674	open_chromatin_state_2	30000	30329471	3000	10.00	3091314	10.19	0.9811	0	0	1	*****
1	0.8545	open_chromatin_state_3	30000	30329471	2210	7.37	3117940	10.28	0.7166	0	0	1	
1	0.7135	open_chromatin_state_4	30000	30329471	3366	11.22	4762584	15.70	0.7145	1	0	0	*****
