Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.1017	CDS	408073	29956398	131248	32.16	8745086	29.19	1.1017	0	0	0	
0	1.0992	DNAseI_hypersensitive_site	408073	29956398	58675	14.38	3918651	13.08	1.0992	0	0	0	
0	0.2077	DNA_replication_origin	408073	29956398	2992	0.73	1057398	3.53	0.2077	0	0	0	
0	0.9516	exon	408073	29956398	161307	39.53	12443576	41.54	0.9516	0	0	0	
0	0.9697	five_prime_UTR	408073	29956398	11070	2.71	838057	2.80	0.9697	0	0	0	
0	1.1664	gene	408073	29956398	250302	61.34	15753467	52.59	1.1664	0	0	0	
0	1.0600	mRNA	408073	29956398	250217	61.32	17328208	57.84	1.0600	0	0	0	
0	0.6745	miRNA	408073	29956398	85	0.02	9251	0.03	0.6745	0	0	0	
0	0.1337	ncRNA	408073	29956398	334	0.08	183362	0.61	0.1337	0	0	0	
0	1.1786	protein	408073	29956398	214901	52.66	13384878	44.68	1.1786	0	0	0	
0	1.4328	pseudogene	408073	29956398	4317	1.06	221186	0.74	1.4328	0	0	0	
0	1.5598	pseudogenic_exon	408073	29956398	4317	1.06	203170	0.68	1.5598	0	0	0	
0	1.4328	pseudogenic_transcript	408073	29956398	4317	1.06	221186	0.74	1.4328	0	0	0	
0	0.6646	satellite	408073	29956398	17083	4.19	1886839	6.30	0.6646	0	0	0	
0	0.0000	snoRNA	408073	29956398	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.0000	tRNA	408073	29956398	0	0.00	15340	0.05	0.0000	0	0	0	
0	1.1905	three_prime_UTR	408073	29956398	21030	5.15	1296714	4.33	1.1905	0	0	0	
0	0.5516	transposable_element	408073	29956398	37823	9.27	5033422	16.80	0.5516	0	0	0	
0	0.0000	transposable_element_gene	408073	29956398	0	0.00	1698410	5.67	0.0000	0	0	0	
0	0.5631	transposon_fragment	408073	29956398	37624	9.22	4904753	16.37	0.5631	0	0	0	
0	1.1622	open_chromatin_state_1	408073	29956398	53729	13.17	3393871	11.33	1.1622	0	0	0	
0	1.0950	open_chromatin_state_2	408073	29956398	45479	11.14	3048835	10.18	1.0950	0	0	0	
0	1.2589	open_chromatin_state_3	408073	29956398	52605	12.89	3067545	10.24	1.2589	0	0	0	
0	1.1297	open_chromatin_state_4	408073	29956398	72230	17.70	4693720	15.67	1.1297	0	0	0	
0	0.8670	open_chromatin_state_5	408073	29956398	51575	12.64	4366825	14.58	0.8670	0	0	0	
0	1.1616	open_chromatin_state_6	408073	29956398	51520	12.63	3255830	10.87	1.1616	0	0	0	
0	1.1859	open_chromatin_state_7	408073	29956398	49727	12.19	3078223	10.28	1.1859	0	0	0	
0	0.7945	open_chromatin_state_8	408073	29956398	25701	6.30	2374749	7.93	0.7945	0	0	0	
0	0.0125	open_chromatin_state_9	408073	29956398	456	0.11	2676744	8.94	0.0125	0	0	0	
1	1.1017	CDS	448870	29910601	146129	32.55	8730205	29.19	1.1154	1	0	0	
1	1.0992	DNAseI_hypersensitive_site	448870	29910601	64234	14.31	3913092	13.08	1.0938	0	0	1	*****
1	0.2077	DNA_replication_origin	448870	29910601	32888	7.33	1027502	3.44	2.1328	1	0	0	*****
1	0.9516	exon	448870	29910601	203443	45.32	12401440	41.46	1.0931	1	0	0	*****
1	0.9697	five_prime_UTR	448870	29910601	15303	3.41	833824	2.79	1.2229	1	0	0	*****
1	1.1664	gene	448870	29910601	265597	59.17	15738172	52.62	1.1245	0	0	1	*****
1	1.0600	mRNA	448870	29910601	287807	64.12	17290618	57.81	1.1092	1	0	0	
1	0.6745	miRNA	448870	29910601	184	0.04	9152	0.03	1.3397	1	0	0	*****
1	0.1337	ncRNA	448870	29910601	0	0.00	183696	0.61	0.0000	0	0	1	
1	1.1786	protein	448870	29910601	225236	50.18	13374543	44.72	1.1222	0	0	1	*****
1	1.4328	pseudogene	448870	29910601	4711	1.05	220792	0.74	1.4218	0	0	1	*****
1	1.5598	pseudogenic_exon	448870	29910601	4401	0.98	203086	0.68	1.4440	0	0	1	*****
1	1.4328	pseudogenic_transcript	448870	29910601	4711	1.05	220792	0.74	1.4218	0	0	1	*****
1	0.6646	satellite	448870	29910601	23277	5.19	1880645	6.29	0.8248	1	0	0	*****
1	0.0000	snoRNA	448870	29910601	0	0.00	2174	0.01	0.0000	0	1	0	
1	0.0000	tRNA	448870	29910601	0	0.00	15340	0.05	0.0000	0	1	0	
1	1.1905	three_prime_UTR	448870	29910601	24543	5.47	1293201	4.32	1.2646	1	0	0	
1	0.5516	transposable_element	448870	29910601	52798	11.76	5018447	16.78	0.7011	1	0	0	*****
1	0.0000	transposable_element_gene	448870	29910601	22210	4.95	1676200	5.60	0.8829	1	0	0	
1	0.5631	transposon_fragment	448870	29910601	52542	11.71	4889835	16.35	0.7160	1	0	0	*****
1	1.1622	open_chromatin_state_1	448870	29910601	62487	13.92	3385113	11.32	1.2300	1	0	0	
1	1.0950	open_chromatin_state_2	448870	29910601	41168	9.17	3053146	10.21	0.8985	0	0	1	*****
1	1.2589	open_chromatin_state_3	448870	29910601	70909	15.80	3049241	10.19	1.5496	1	0	0	
1	1.1297	open_chromatin_state_4	448870	29910601	56852	12.67	4709098	15.74	0.8045	0	0	1	*****
1	0.8670	open_chromatin_state_5	448870	29910601	43632	9.72	4374768	14.63	0.6646	0	0	1	
1	1.1616	open_chromatin_state_6	448870	29910601	62216	13.86	3245134	10.85	1.2775	1	0	0	
1	1.1859	open_chromatin_state_7	448870	29910601	65437	14.58	3062513	10.24	1.4238	1	0	0	
1	0.7945	open_chromatin_state_8	448870	29910601	14003	3.12	2386447	7.98	0.3910	0	0	1	
1	0.0125	open_chromatin_state_9	448870	29910601	32166	7.17	2645034	8.84	0.8103	1	0	0	*****
2	1.1017	CDS	458004	29901467	168071	36.70	8708263	29.12	1.2600	2	0	0	
2	1.0992	DNAseI_hypersensitive_site	458004	29901467	60326	13.17	3917000	13.10	1.0055	0	0	2	*****
2	0.2077	DNA_replication_origin	458004	29901467	26048	5.69	1034342	3.46	1.6441	2	0	0	*****
2	0.9516	exon	458004	29901467	225935	49.33	12378948	41.40	1.1916	2	0	0	*****
